Normal,Simple,SARI,METEOR,ROUGE_F,BLEU,SPEARMAN_CORRELATION,PEARSON_CORRELATION
salcea una nella contea di suceava bucovina nel nord della romania con una popolazione di 9.269 abitanti,salcea una nella contea di suceava in romania,37.7976,0.574,0.1702,21.1,0,0
i risultati infatti sono davanti agli occhi di tutti,i risultati sono purtroppo sotto gli occhi di tutti,84.1667,0.8819,0.1522,59.7,0,0
i jamiroquai sono una band inglese acid jazz funk soul disco,i jamirosiai sono una band inglese di reggae e soul dal vivo,37.3626,0.5947,0.1212,14.3,0,0
mi fa ancora male la schiena,la schiena le fa male,50.1984,0.5111,0.0227,23.6,0,0
ma ha un difetto può pensare,ha un difetto puo pensare solo a questo,14.7619,0.6048,0.0879,22.1,0,0
e già così è comunque una perdita di tempo,quindi e una perdita di tempo,62.9167,0.6615,0.0899,50.8,0,0
questa è la nostra proposta,questa era stata allora la proposta,100.0,0.9977,0.1573,100.0,0,0
questa è una cosa che non accetto,il che non e una buona cosa,36.6667,0.2459,0.0444,8.6,0,0
le chiese si trovano in tutta la e quelle popolari sono nelle zone di abids e secunderabad,le chiese si trovano in tutta la,31.8519,0.1692,0.0444,4.0,0,0
alcuni dei servizi msn interessati dal rebranding includevano msn hotmail che divenne windows live hotmail msn messenger che divenne windows live messenger msn search che divenne live search msn virtual earth che divenne live search maps msn spaces che divenne windows live spaces msn direct alerts che divenne windows live alerts e msn groups che divenne msn groups che divennero live spaces che divenne una famiglia di windows live spaces,windows live messenger un instant messenging msn messengers che diventato il servizio msn live di microsoft,44.2036,0.0746,0.0374,1.6,0,0
ovviamente questo è solo un primo passo,e un primo passo molto importante,66.6667,0.4907,0.0449,30.2,0,0
la risposta è ahinoi negativa,la risposta e assolutamente negativa,66.6667,0.5111,0.0682,23.6,0,0
la ringrazio anticipatamente per l aiuto,la ringrazio per il suo aiuto,89.2063,0.8535,0.1348,67.3,0,0
una diteggiatura essere il risultato del processo di lavoro del compositore che la inserisce nel suo manoscritto un editor che la aggiunge nella partitura stampata o l' esecutore che mette la propria diteggiatura nella partitura o nella sua esecuzione,una diteggiatura essere trovata nel manoscritto che la persona mette nella sua mano stampata o l'esecutore che la fa la sua mano,44.4398,0.0977,0.0183,2.2,0,0
così il presidente dell aduc vincenzo donvito commenta,cosi commenta il presidente dell aduc vincenzo donvito,70.2778,0.8737,0.2366,84.1,0,0
questo è proprio uno scherzo della natura,e uno scherzo di natura,33.8095,0.5111,0.0455,23.6,0,0
il relatore propone conclusivamente di esprimere parere favorevole,infine il relatore propone di esprimere un parere favorevole,86.1111,0.9815,0.1522,61.5,0,0
alice cooper noto per la sua sociale e spiritosa offstage the rolling stone album guide arrivando al punto di riferirsi a lui come il amato intrattenitore heavy metal del mondo,alicecher era una popolare e scrittrice canadese,11.3517,0.02,0.022,0.4,0,0
la strada non c era,non ci sono altre strade,47.9167,0.1,0.0227,10.7,0,0
cisterna dal latino cista scatolo ma anche dal greco contenitore si tratta di un contenitore per i liquidi ideato prima di tutto per raccogliere l' acqua ma il cui uso si e successivamente esteso anche ad altri fluidi prima di tutto legati all' alimentazione umana olio vino latte poi con la scoperta e l' utilizzazione dei prodotti derivati dal petrolio anche per le varie sostanze da esso derivate che vengono normalmente commercializzate benzine gasolio idrocarburi in genere ivi compresi il metano e altri gas liquefatti che si usano principalmente per l' autotrazione primo fra tutti il gpl il gas propano liquido,la parola cista scatolo o scatola una parola per i liquidi sia per raccogliere che per raccogliere l'acqua ma anche essere usata prima di,42.8937,0.0311,0.0,0.7,0,0
non è mica una cattiva idea,non fu una una buona idea,35.2778,0.25,0.0449,10.7,0,0
e forse il messaggio era questo,e il messaggio e intelligente,52.7778,0.2,0.0227,12.7,0,0
sussistono tuttavia giusti motivi per disporre la compensazione delle spese di giudizio,sussistono giusti motivi per disporre la compensazione delle spese di questo giudizio,100.0,0.9997,0.2737,100.0,0,0
tuttavia la situazione è questa,la situazione e assolutamente irreversibile,41.6667,0.2757,0.0225,14.3,0,0
clara sapeva dove erano le chiavi di scorta di casa sua,clara sapeva dove andavano le chiavi di casa sua,17.4342,0.7212,0.1739,31.5,0,0
articolo 17 aggiungere il seguente art,dopo l articolo 17 aggiungere il seguente art,100.0,0.999,0.1978,100.0,0,0
all articolo 7 il comma 1 è sostituito dal seguente 1,il comma 7 dell articolo 1 e sostituito con il seguente 1,74.0066,0.9139,0.2737,73.5,0,0
ci sono molti esempi di tali punti di vista contrastanti infatti esistono credenze fondamentali opposte anche all' interno di ogni religione principale,ci sono molti esempi di tali punti di vista,94.6695,0.9085,0.1957,89.5,0,0
in realtà le cose sono del tutto diverse,la realta delle cose e del tutto diversa,55.4167,0.3538,0.044,11.0,0,0
però hai fatto male i calcoli,avevano fatto male i loro calcoli,100.0,0.9977,0.1573,100.0,0,0
allora ida ebbe un’ idea,allora ida ebbe un ’ idea,17.1296,0.9977,0.1573,32.5,0,0
la partecipazione è gratuita 5,la partecipazione e libera 5,9.5833,0.5111,0.0909,23.6,0,0
durante le prime ore del mattino del 3 febbraio 1959 l' aereo charter che trasportava buddy holly ritchie valens e j.p. richardson si fuori clear lake iowa e uccise tutti a bordo,durante le prime ore del 3 febbraio 1959 l'aereo chartery holly valensson e j. p. leeds formarono la loro,44.3852,0.1453,0.1455,9.4,0,0
adhemar ferreira de camargo neto o meglio conosciuto come adhemar un calciatore brasiliano,adhemar ferreira de camargo un ex calciatore brasiliano,75.2083,0.8919,0.2887,61.0,0,0
non si può dare una risposta unica e generalizzata,non posso dare una risposta,100.0,0.996,0.1364,100.0,0,0
il vero problema potrebbe quindi essere un altro,il problema e un altro,69.0476,0.6356,0.1136,24.7,0,0
ma è proprio una presa per i fondelli,e una presa per i fondelli colossale,63.1313,0.7114,0.1304,61.5,0,0
l' amido di abbigliamento o l' amido del bucato un liquido che viene preparato mescolando un amido vegetale in acqua ed usato nel riciclaggio dei vestiti,l'amido di lana o l'amo di un amido vegetale fatto mescolando diverse di cibo in acqua ed essere usato per fare,42.9167,0.1093,0.0182,2.4,0,0
cosa ci dice al riguardo,cosa puo dire a questo riguardo,73.2804,0.6189,0.1124,19.3,0,0
è ancora poco ma sarebbe comunque un inizio,ma e un inizio ancora lontano,55.5556,0.4259,0.0674,18.0,0,0
come era stato visto altrove in europa orientale gli ebrei sono stati trasportati su camion alla periferia della e poi sommariamente fucilati in fosse parzialmente scavate,come stato visto altrove in europa orientale gli ebrei sono stati portati su camion alla ma hanno preso le loro canne per le strade della,32.2946,0.3779,0.1481,18.5,0,0
il consiglio ha votato contro la sua idea ma ha anche votato contro l idea che il denaro pubblico dovrebbe essere utilizzato per sostenere gli studenti che frequentano le scuole della chiesa,il consiglio ha votato contro l idea della chiesa ma i suoi studenti dovranno sostenere le scuole della chiesa cattolica di solito frequentano le scuole statali,11.5338,0.356,0.1636,12.6,0,0
la forma di nor' easter lungo la costa orientale degli stati uniti di solito nei mesi tra ottobre e aprile anche se la nor' easter s formarsi in qualsiasi momento dell anno,nor'easter lungo la costa orientale degli stati uniti di solito si trova nei mesi tra ottobre e aprile,28.9095,0.0468,0.0577,0.3,0,0
mentre si sviluppava amicizia tra di loro lei gli la sua frustrazione per il suo contratto con la 20th century fox e i ruoli che le erano stati offerti,mentre lei si era arrabbiata con la 20th century fox le ha detto che aveva accettato di lavorare con la 31th century century fox e i,26.0977,0.2766,0.0909,9.2,0,0
là dovete girare a destra fino al deserto,la si puo girare a destra fino al deserto,57.328,0.6917,0.1304,44.6,0,0
dichiara conclusivamente voto favorevole sulla proposta di parere del relatore,dichiara pertanto il suo voto contrario sulla proposta di parere del relatore,44.3709,0.7636,0.1474,44.8,0,0
da solo vale il viaggio,da solo vale il viaggio,50.463,0.75,0.0909,42.7,0,0
poi torna tutto come prima,tutto deve tornare come prima,100.0,0.996,0.1364,100.0,0,0
ma non è più questo il punto,ma non e il punto,49.213,0.75,0.1364,30.2,0,0
e questo è un discorso,e un discorso soggettivo,59.7222,0.3827,0.0455,24.9,0,0
i risultati sono davanti agli occhi di tutti,i risultati sono sotto gli occhi di tutti,74.2989,0.6225,0.1099,51.7,0,0
sono cambiate molte cose anche personalmente,molte cose sono cambiate anche personalmente,75.5952,0.7782,0.0674,50.8,0,0
al comma 1 sostituire le parole 90 giorni con le seguenti 60 giorni,al comma 1 sostituire le parole entro 90 giorni con le seguenti entro 60 giorni,100.0,0.9999,0.3265,100.0,0,0
una linea tracciata attraverso l' origine ad angolo retto alla linea numerica reale essere utilizzata per rappresentare i numeri immaginari,attraverso l'origine dell'onda passa attraverso l angolo di uscita ad angolo di 45° la linea numerica reale viene utilizzata per rappresentare i numeri,34.219,0.106,0.0364,1.6,0,0
in australia ogni bambino nato morto di peso superiore a 400 grammi o di 20 settimane di gestazione deve avere la sua nascita registrata,in australia ogni bambino nato di peso superiore a 400 grammi o di 20 settimane di gestazione deve avere la sua nascita registrata,28.9615,0.3602,0.0935,9.8,0,0
la ha tre strade principali mollison street piper street e high street piper street ha il antico paesaggio stradale di queste strade principali e ha ancora molti dei suoi edifici originali,ci sono tre strade principali della,26.4338,0.0,0.0,1.3,0,0
per favore potreste aiutar- me,potete aiutar - me per favore,60.9127,0.5773,0.1333,30.2,0,0
il seguito dell esame è quindi rinviato,il seguito dell esame e quindi rinviato,40.6944,0.6914,0.1538,43.5,0,0
poi tutto tornerà come prima,tutto deve tornare come prima,100.0,0.996,0.1364,100.0,0,0
kesha estella wizzart stata una cantante e concorrente inglese nello show televisivo stars in their eyes su itv nel 2004,kesha snzzart stata la cantante principale dello show televisivo star in their eyes su itv nel 2004,36.4222,0.5247,0.1887,15.8,0,0
stato annunciato il 17 settembre 2009 che lavigne e whibley si sono separati e che i documenti di divorzio sarebbero presto seguiti,lavigne e whible sono stati separati il 17 settembre 2009,39.4988,0.2827,0.1458,9.7,0,0
le espongo brevemente la mia situazione,brevemente spiego la mia situazione,51.1111,0.5889,0.0682,39.8,0,0
non sarebbe una novità invero,non e una novita irrilevante,51.8056,0.2,0.0909,12.7,0,0
il motivo per cui specialized stato sviluppato da special english ha a che fare con il loro rispettivo uso previsto,l'uso di specializzazione stato sviluppato da specializzazione canada ha preso il loro nome,27.2709,0.0637,0.0,3.1,0,0
ma ormai la frittata era stata fatta,ma ormani la frittata era fatta,75.7407,0.7782,0.1099,50.8,0,0
benedetta la sorella di clara tirava con gioia nell’ acqua la sua paperella di plastica legata a un capo di un lungo filo per stendere i panni mentre tommaso il fratello maggiore di clara stava incollato al suo binocolo osservando la vita degli uccelli sull’ isoletta di fronte alla casa e annotando tutto sul suo taccuino,benedetta la sorella di clara tirava con gioia la sua papera di plastica legata a un filo per stendere i panni per stendare,40.27,0.3047,0.3091,9.1,0,0
mah che cosa si può dire in merito,che cosa si puo dire in merito,61.9408,0.7934,0.1111,30.7,0,0
questi tornei del 1936 gli ultimi due della vita di lasker furono gli unici in cui capablanca davanti a lasker ora 67,a lasker il primo due volte a volare su lasker fu l'ultimo in cui lasker la sua prima volta,16.5465,0.1869,0.1121,6.1,0,0
vacquerie le-boucq un comune francese situato nel dipartimento di pas de-calais nella regione del nord-pas de-calais,vacquerie le - boucq un comune francese situato nella regione nord - pas de - calais nel dipartimento di pas de nord -,47.6123,0.5962,0.4727,32.3,0,0
si è aperta dunque una fase nuova assai pericolosa,ora si apre una fase nuova,51.9444,0.625,0.0674,32.5,0,0
ma potrebbero esser- ci anche soluzioni diverse,ma ci possono essere altre soluzioni,65.9993,0.4574,0.0449,16.3,0,0
durante l assenza del vice presidente il presidente pro tempore il alto funzionario del senato e presiedere le sue sessioni il presidente pro tempore eletto dal senato ed di solito il senatore anziano del partito di maggioranza,quando il vice presidente non essere responsabile il presidente pro tempore del senato e il presidente longevo di un paese membro del senato,45.9086,0.3775,0.0926,8.1,0,0
la potenza fornita da due motori a turbina a gas general electric cf6 80e pratt whitney pw4000 o rolls-royce trent 700,ci sono due motori a gas che sono utilizzati per raffreddare il motore da una pompa di calore industria alimentare e roller - royce che,23.6826,0.0915,0.0545,3.0,0,0
ma serve di più un impegno comune,serve un impegno comune,83.3333,0.8099,0.092,77.9,0,0
e non sarebbe una cosa da poco,non e una cosa da poco,52.2222,0.7353,0.1124,32.5,0,0
questo è un discorso essenziale,e un discorso complesso,62.2222,0.3827,0.046,24.9,0,0
che non è un utopia,un leader non puo essere un utopia,80.5556,0.8413,0.2174,41.1,0,0
le rocce metamorfiche sono formate sottoponendo qualsiasi tipo di roccia a condizioni di temperatura e pressione diverse da quelle in cui si formata la roccia originale,le rocce metamorfiche sono formate dalla roccia che stata cambiata da una condizione di temperatura e pressione diverse,55.754,0.4384,0.1359,22.6,0,0
però questa è una mia personale valutazione,e una mia valutazione politica,72.004,0.7938,0.1364,66.9,0,0
questa è la felicità,questa e la vera felicita,42.2222,0.1,0.0,10.7,0,0
il presente decreto ed entra in vigore il giorno successivo alla sua pubblicazione nella gazzetta ufficiale della repubblica italiana,il presente decreto entra in vigore il giorno di pubblicazione nella gazzetta ufficiale della repubblica italiana,57.7347,0.8243,0.2626,57.6,0,0
ma è solo un ipotesi,ma la mia e solo un ipotesi,45.9392,0.8413,0.1778,41.1,0,0
posto ai voti l emendamento 2.111 viene respinto così come,posto ai voti l emendamento 1. 111 viene respinto,53.2407,0.8201,0.129,23.0,0,0
la stagione stata leggermente superiore alla media con dodici tempeste totali e sei uragani insolitamente tutti e sei gli uragani si sono rafforzati in grandi tempeste,la stagione stata leggermente superiore alla media con 12 tempeste totali e 6 uragani insolite tutti gli uragani atlantici negli stati uniti,41.0529,0.3068,0.1091,8.5,0,0
da allora comunque le cose sono cambiate,da allora sono cambiate tante cose,52.9167,0.7433,0.0674,24.3,0,0
ma non è più una novità,non e questo certo una novita,59.8611,0.625,0.1573,32.5,0,0
si rivolga all università degli studi,deve rivolger - si presso le universita degli studi,49.2725,0.4384,0.1915,11.3,0,0
l' impiegato di jbl shawn michaels lo sul ring,jbl shawn michaels lo sul ring per wrestler qualcuno che ha sul ring,12.5812,0.3686,0.101,14.5,0,0
una clipboard una lavagna sottile che in genere leggermente grande di un pad di fogli di carta standard con una grande clip nella parte superiore,una clipboard un pezzo di carta che viene utilizzato per inviare un pad di carta a un paddle di solito una parte superiore,25.8141,0.284,0.0926,4.9,0,0
il punto infatti era proprio questo,il punto e proprio qui,73.6111,0.75,0.1364,30.2,0,0
il presente decreto entra in vigore dal giorno successivo a quello della pubblicazione sulla gazzetta ufficiale della repubblica italiana,il presente decreto entra in vigore il giorno successivo alla sua pubblicazione nella gazzetta ufficiale della repubblica italiana,98.3333,0.9999,0.3762,100.0,0,0
la che aveva lavorato insieme per creare la giornata stata premiata come evento comunitario dell' anno di hepburn shire,ha lavorato insieme per creare la giornata come vincitore dell'anno di hepburne,21.7849,0.3731,0.1818,9.6,0,0
prima di passare alla votazione finale chiedo che la presidenza sia autorizzata a procedere al coordinamento formale del testo approvato,prima di passare alla votazione finale chiedo alla presidenza di procedere al coordinamento formale del testo approvato,28.7845,0.5812,0.24,42.9,0,0
anizy le-ch teau un comune francese situato nel dipartimento dell' aisne nella piccardia,anizy le - ch teau un comune francese situato nella regione picardie nel dipartimento dell'aisne nel nord della francia,58.634,0.7863,0.5091,62.7,0,0
nessuna nave ha registrato venti tropicali da tempesta e nessun effetto stato segnalato sulla terra,nessuna nave ha riportato venti tropicali da tempesta tropicale,60.2056,0.6792,0.1304,33.0,0,0
ed in realtà è proprio così,in realta cosi e stato,37.9167,0.2,0.0227,12.7,0,0
sono un uomo previdente,e stato un uomo straordinario,87.5,0.7938,0.1364,66.9,0,0
ma il punto è proprio quello,ma il punto principale e un altro,78.1746,0.8413,0.1778,48.9,0,0
le ragioni di ciò possono essere varie,le ragioni possono essere varie,72.1296,0.7938,0.0909,66.9,0,0
articolo 42 dopo il comma 47 inserire il seguente 47 bis,dopo il comma 42 dell articolo 47 e inserito il seguente 47 bis,50.9138,0.8064,0.1875,41.9,0,0
stavolta si fa sul serio,l hai fatto sul serio,100.0,0.996,0.1364,100.0,0,0
proprio qui sta il problema,tutto il problema sta qui,54.3651,0.3,0.0,14.1,0,0
parlo infatti correntemente francese spagnolo portoghese inglese e italiano naturalmente,parla italiano e inglese arabo e spagnolo,56.0185,0.2885,0.0222,8.6,0,0
storicamente il nome armeno venuto a designare a livello internazionale questo gruppo di persone,in passato il nome armeno stato usato per le persone che questo gruppo di persone in esso,14.9074,0.3089,0.1188,14.5,0,0
giotto di bondone meglio conosciuto semplicemente come giotto stato un pittore italiano e architetto da firenze nel tardo medioevo,giotto di bondone stato un pittore italiano vissuto nel tardo medioevo dal 1537 a. c.,36.0379,0.3578,0.1359,14.9,0,0
un ragionamento che non fa una grinza,il ragionamento non fa una grinza,79.1667,0.83,0.1333,76.0,0,0
questa è un amarissima verità che è davanti agli occhi di tutti,questa e una verita falsa e pericolosa,36.6667,0.0435,0.0444,3.2,0,0
invece non è assolutamente così,non deve essere assolutamente cosi,75.3373,0.7938,0.1364,66.9,0,0
non chiedete- ci di più,non potevamo chiedere di piu,57.5198,0.5111,0.0909,23.6,0,0
ugolino tentò in tutti i modi di farsi vedere ma gino continuava a non notarlo,ugolino tento in molti modi ma gino continuava a comportarsi male ma gino era non noto,16.4187,0.418,0.1584,18.2,0,0
questa è naturalmente una mia valutazione,questa e una mia valutazione,60.4167,0.5889,0.0682,39.8,0,0
ovviamente dipende da quello che si vuol fare,dipende da che vuol fare,41.6234,0.5792,0.0909,27.4,0,0
sia l' amnesia retrograda che l' amnesia anterograda possono verificarsi insieme nello stesso paziente,l'amnesia retrograda o quasinesia una condizione medica in cui le persone non hanno abbastanzanesia possono avere problemi con il loro corpo,38.1515,0.0235,0.1273,0.8,0,0
la partita ormai è finita,mica la partita e finita,61.3095,0.6313,0.0909,25.4,0,0
ma è possibile una cosa simile,come e possibile una cosa simile,29.7222,0.5011,0.0225,18.0,0,0
l' atletico piombino una calcistica italiana situata a piombino in toscana,l'atletico livorno una squadra di calcio che gioca in toscana,52.2469,0.5924,0.2083,57.8,0,0
tuttavia non è questo il problema,non e l unico problema inoltre,50.8333,0.25,0.0449,10.7,0,0
ciò tuttavia non risolverà il problema,non risolviamo assolutamente il problema,100.0,0.996,0.1573,100.0,0,0
nel 1882 la maggior parte delle uniformi includeva calze che coprivano la gamba dal piede al ginocchio e venivano utilizzate per differenziare un club dall' altro le uniformi stesse avevano colori e modelli diversi che riflettevano le diverse posizioni di baseball,nel 1882 la maggior parte delle uniformi da baseball avevano colori diversi che coprono i giocatori,35.2119,0.208,0.06,4.7,0,0
i processi sono ancora in corso,il suo processo e ancora in corso,58.0556,0.5174,0.0889,15.6,0,0
ma questo sarebbe un ben più complesso discorso,ma e un altro discorso,73.3333,0.5889,0.0909,39.8,0,0
ma questa non è più una sorpresa,non e stata una sorpresa,53.3929,0.3,0.0682,14.1,0,0
c è poi un altra possibilità,c e un altra possibilita,40.2778,0.4331,0.1136,19.4,0,0
come sempre prevenire è meglio che curare,e meglio prevenire e meglio che fare,40.1389,0.4189,0.0444,14.5,0,0
bourgeauville un comune francese situato nel dipartimento di calvados nella regione di basse-normandie,bourgeauville un comune francese situato nella regione di basse - normandie nel dipartimento di calvados nel nord ovest della francia,72.9268,0.9333,0.4815,74.8,0,0
è soprattutto una questione di gusto,e ovviamente una questione di gusti,37.9167,0.4907,0.0449,30.2,0,0
questa è fondamentalmente la domanda,questa e la grande domanda,63.9881,0.75,0.1364,42.7,0,0
raccomanda conclusivamente la sollecita approvazione del provvedimento,raccomanda quindi una sollecita approvazione del provvedimento,31.6558,0.5357,0.0889,26.3,0,0
ma sarà davvero questo il problema,ma il problema e questo,65.4762,0.5111,0.0455,23.6,0,0
le lingue dei segni si sviluppano comunemente nelle sorde che possono includere interpreti amici e famiglie di persone sorde persone sorde o difficili da ascoltare,le lingue dei segni sono lingue che parlano spagnolo o inglese,39.9306,0.0956,0.0213,0.6,0,0
questo allora è il punto della questione,e questo il punto della questione,47.8734,0.6205,0.1124,27.2,0,0
il cammello presto guadagnato una reputazione sfortunata con piloti studenteschi,il cammello presto non guadagnato una reputazione reputazioneria,47.2436,0.3796,0.0645,10.8,0,0
naturalmente sono presenti anche i sottotitoli in italiano e inglese,sono poi presenti i sottotitoli in italiano ed inglese,35.5159,0.7099,0.0652,14.9,0,0
le indagini sono ancora in corso,l indagine e ancora in corso,27.0833,0.4907,0.0674,30.2,0,0
ringraziando- vi anticipatamente per la gentile attenzione vi porgo cordiali saluti,vi ringrazio anticipatamente per la vostra attenzione e porgo cordiali saluti,54.823,0.6899,0.1443,19.1,0,0
è questa allora la questione,e questa la questione,61.3095,0.4406,0.023,21.4,0,0
hbo asia offre anche film e serie originali prodotti da hbo esclusivamente per i suoi spettatori hbo riconosciuta come la migliore nel settore nella produzione di programmi originali per la televisione vincendo i migliori emmy e golden globe awards,hbo asia ha anche ospitato film e serie televisive hbo,37.8,0.1453,0.0842,8.0,0,0
questa è líunica versione ufficialeratificata,questa e una tecnica tecnica,47.9167,0.1,0.0455,10.7,0,0
forse questa è una tua opinione personale,forse e una tua opinione personale,37.5,0.3676,0.0449,16.2,0,0
e questo è un campanello d allarme,sono un forte campanello di allarme,37.9167,0.25,0.0225,10.7,0,0
carrefour significa incrocio in francese,carrefour significa incrocio in francese,46.2963,0.6356,0.1319,24.7,0,0
è morto così sul colpo,e morto cosi sul colpo,65.0,0.375,0.0455,21.4,0,0
7 sostituire il comma 1 con il seguente 1,sostituire il comma 1 con il seguente 1,28.8462,0.1293,0.022,4.4,0,0
ma purtroppo non è questo il caso,ma non e il solo caso,53.9352,0.4259,0.0899,18.0,0,0
l articolo 1119 del codice civile è sostituito dal seguente art,l articolo 1119 del codice penale e sostituito con il seguente art,82.5112,0.9139,0.2917,73.5,0,0
di che zona sei,ma di che zona sei,66.6667,0.7938,0.0909,66.9,0,0
la vera novità è proprio in questo,la vera novita e proprio in questo,32.6389,0.0962,0.0444,6.6,0,0
beh questo è un punto interessante,e questo e un punto cruciale,30.754,0.5011,0.0674,18.0,0,0
le domande sono 1,le domande respinte sono 1,41.6667,0.6313,0.0674,25.4,0,0
abbiamo consumato troppa luce e superata la nostra razione di elettricità,abbiamo mangiato troppo la luce e passiamo la nostra razione di elettricita,22.1892,0.2843,0.1031,8.1,0,0
allora qual è la via corretta,allora qual e la via corretta,14.2063,0.625,0.1124,23.0,0,0
si dice che eugowra abbia preso il nome dalla parola indigena australiana che significa il luogo in cui la sabbia lava per la collina,eugowra fu anche chiamato nel luogo in cui la sabbia lavata per la prima volta,36.5519,0.3818,0.1584,19.6,0,0
l emendamento 3.10 posto ai voti è respinto,posto ai voti e respinto l emendamento 1. 10,40.1923,0.7182,0.2366,26.3,0,0
loupeigne un comune francese situato nel dipartimento dell' aisne nel picardie,loupeigne un comune francese situato nella regione picardie nel dipartimento dell'aisne nel nord della francia,64.689,0.8321,0.4528,74.9,0,0
pertanto formula una proposta di parere vedi allegato 1,formula infine una proposta di parere vedi allegato 1,78.8654,0.9041,0.1957,66.9,0,0
non per questo è un eccezione,e non e un eccezione,47.4206,0.5111,0.0909,23.6,0,0
ma è un caso giudiziario,ma e un caso concreto,59.7222,0.4573,0.0227,21.4,0,0
mi scuso per la lunghezza del post,scusate la lunghezza del post,100.0,0.996,0.1364,100.0,0,0
questa è una delle domande,questa e una domanda molto normale,43.7698,0.5011,0.0899,18.0,0,0
ma è solo il primo passo,e stato il primo passo,80.754,0.7938,0.1364,66.9,0,0
compensa integralmente fra le parti le spese di giudizio,le spese del giudizio vengono compensate tra le parti,38.4993,0.4738,0.0645,23.4,0,0
sarebbe una cosa estremamente interessante,e stata una cosa bellissima,45.5556,0.3178,0.0455,17.5,0,0
questo è un momento difficile un pò per tutti,questo e un momento difficile,61.25,0.5889,0.0682,39.8,0,0
le parcq un comune francese del dipartimento del pas de-calais nella regione del nord-pas de-calais,le secchiq un comune francese situato nella regione nord - pas de - calais nel dipartimento di pas de nord - caland nel nord della,50.9695,0.706,0.4,33.7,0,0
di questo vi assumete una grande responsabilità,di questo assunto vi assumete una grande responsabilita,39.8106,0.7488,0.1304,34.6,0,0
certo questo è il principio della democrazia,questo e il principio della democrazia laica,46.9444,0.5662,0.044,24.4,0,0
ma è possibile,ma come poteva essere possibile,44.1667,0.2,0.0455,12.7,0,0
oggi ci sono migliaia di studenti cayce e di 300 libri scritti su edgar cayce,oggi la di cayce ha oltre 1000 studenti e ha tre libri scritti su edgar cayce e di 300 libri scritti da edgar cay che sono,40.228,0.162,0.0727,4.0,0,0
certa di una risposta porgo cordiali saluti,sicuro di una vostra risposta porgo cordiali saluti,66.6667,0.7361,0.1505,41.1,0,0
in francia invece quasi il 100 è flat,in francia invece e il 100 e flat,20.9936,0.6282,0.1522,16.5,0,0
ci potrebbero essere dei problemi,ci sono stati dei problemi,62.381,0.5111,0.0455,23.6,0,0
non si capisce bene il perché,non capisco bene il perche,47.4206,0.5111,0.0909,23.6,0,0
nel 1929 i numeri furono aggiunti per la prima volta sulle spalle delle uniformi dai new york yankees e dai cleveland indians,nel 1929 i numeri sono stati aggiunti alle uniformi da baseball dai new york yankees e dai cleveland indians,42.5532,0.5254,0.3048,33.6,0,0
c è un interesse comune,c e un comune interesse,54.7619,0.2,0.0,12.7,0,0
questa è la par condicio,questa e la par condicio,17.1296,0.75,0.1573,42.7,0,0
la richiesta è stata accolta,tutte le richieste sono state accolte,53.3333,0.0,0.0,4.1,0,0
questa è una gran cosa,un feeling e una cosa,66.6667,0.1695,0.0225,10.4,0,0
all odierna pubblica udienza la causa è stata trattenuta in decisione,alla pubblica udienza del la causa veniva trattenuta in decisione,100.0,0.9995,0.2553,100.0,0,0
per qualcuno sono anche un lavoro,per alcuni e un lavoro,45.8333,0.3178,0.0227,17.5,0,0
comunque questo è un problema suo,questo e un problema suo,39.3056,0.5889,0.0909,39.8,0,0
homer ha fatto il suo debutto con il resto della famiglia simpson il 19 aprile 1987 in the tracey ullman show short   good night,homer ha fatto la sua prima apparizione con la tracey ullman nel 19 aprile 1987 in una televisiva americana chiamata the traceyling,27.5478,0.1862,0.0909,4.3,0,0
si apra una discussione su questo,si apre una ampia discussione,77.7778,0.75,0.0909,42.7,0,0
i maschi sono più virili più massicci e più forti delle femmine,i maschi sono piu forte di altre femmine,41.841,0.5282,0.1099,22.1,0,0
il comitato approva infine la proposta di parere così come formulata dal relatore,il comitato approva la proposta di parere contrario formulato dal relatore,68.8654,0.8137,0.1915,63.2,0,0
e che c è di strano,che c e di tanto strano,41.3889,0.8067,0.1573,38.0,0,0
la presente legge è dichiarata urgente ed entra in vigore nel giorno successivo a quello della sua pubblicazione nel bollettino ufficiale della regione,la presente legge e dichiarata urgente ed entra in vigore nel giorno della sua pubblicazione nel bollettino ufficiale della regione,56.1651,0.8979,0.3689,70.8,0,0
e la cosa mi fa particolarmente piacere,e la cosa fa piacere,39.881,0.0847,0.0227,8.7,0,0
tra le 15 e le 20 sono state considerate per ospitare l' evento con meno della della rosa dei candidati invitati a presentare le loro offerte presso la sede della wwe a stamford nel connecticut,tra le 15 e le 20 persone sono state considerate per le olimpiadi a stamford nel connecticut,35.1175,0.3073,0.1373,12.4,0,0
questo però sarà soltanto l inizio,e questo sara solo l inizio,72.7513,0.5435,0.0674,27.5,0,0
in cinese e talvolta in giapponese i caratteri ellissi sono fatti inserendo due ellissi orizzontali consecutive,in cinese i caratteri ellissi sono fatti combinando due ellissi orizzontali e disponendo le ellissi su un bordo,34.8485,0.0741,0.0381,2.6,0,0
anche apparso in molti drammi televisivi molto acclamati come the lakes state of play e due serie televisive pluripremiate bafta clocking off e sex traffic,meglio conosciuto per il suo ruolo di the lakes state of play e la sua serie televisiva star trek,28.4607,0.2606,0.1165,20.2,0,0
