Normal,Simple,SARI,METEOR,ROUGE_F,SPEARMAN_CORRELATION,PEARSON_CORRELATION
Pertanto la Commissione unanime esprime un giudizio complessivo altamente positivo,anche anche anche video video video film film film video video foto film film link film film foto film video,32.8472,0.0,0.0,-0.1748,-0.1066
"15 Il capo delle guardie prese ancora i bracieri e i bacini , quanto era d' oro puro e quanto era d' argento puro .",anche anche anche infatti anche anche film film film sono film film anche film sono sono sono film sono infatti,2.7113,0.0,0.0,0.1019,-0.1017
Spesso però le cose nella realtà vanno diversamente,italiano italiano italiano anche anche anche infatti infatti infatti anche anche uomo uomo uomo infatti infatti uomo uomo annuncio annuncio,42.4107,0.0,0.0,0.0158,-0.0751
Pertanto la candidata è meritevole di essere tenuta in preminente considerazione ai fini della presente valutazione comparativa,anche anche anche infatti infatti infatti anche anche spesso spesso spesso infatti infatti spesso spesso sono sono sono infatti infatti,20.6378,0.0,0.0,0.074,-0.037
La situazione qui invece è estremamente effervescente .,anche anche anche infatti infatti infatti anche anche possono anche anche spesso anche anche film film film anche anche leggere,43.4524,0.0,0.0,0.1257,0.28
"è , uh , strano .",anche anche anche infatti anche anche spesso anche anche sono anche anche leggere leggere leggere anche anche inoltre anche anche,44.1667,0.0,0.0,-0.1597,-0.0085
Ma di cosa si trattava,sono sono sono infatti infatti infatti sono sono caso caso caso casi caso caso sono caso casi casi caso casi,41.25,0.0,0.0,-0.4381,-0.3507
"Perché , non è la prima volta",si anche anche anche infatti infatti infatti anche anche leggere leggere leggere scrivere leggere leggere legge leggere leggere lettura leggere,32.4603,0.0,0.0,-0.7097,-0.3164
Ma è solo la punta dell' iceberg .,sono sono sono infatti infatti infatti anche anche anche infatti infatti questo questo questo sono sono possono possono possono infatti,44.6429,0.0,0.0,-0.1872,-0.2562
Ed è solo la punta dell' iceberg,sono anche anche anche infatti infatti infatti anche anche questo questo questo anche anche sono sono sono possono possono possono,43.8492,0.0,0.0,0.2148,-0.1522
Le ferite sono ancora aperte .,si si si anche anche anche infatti infatti infatti anche anche sono anche anche si si sono anche infatti anche,42.7778,0.0602,0.0,-0.0955,0.1015
Il giudizio della commissione è estremamente positivo,italiano infatti infatti infatti italiano italiano italiano infatti italiano infatti 2018 2018 2018 2017 2017 2017 2018 2018 di 2018,29.881,0.0,0.0,-0.6456,-0.2067
Comunque questa è una cosa .,anche anche anche anche anche spesso spesso spesso anche anche sono anche anche leggere leggere leggere anche,15.8333,0.0,0.0,-0.635,-0.1734
La risposta è semplice : .,", anche anche anche infatti infatti anche anche leggere leggere leggere possono leggere leggere padrone padrone padrone leggere leggere lettura",30.6944,0.0,0.0,-0.6033,-0.3309
E questo è un dato culturale non trascurabile,italiano infatti infatti infatti anche anche anche infatti infatti possono possono possono infatti infatti inoltre infatti infatti italiano infatti anche,32.6885,0.0,0.0,-0.1799,-0.315
"Almeno , questa è la mia opinione",anche anche anche infatti anche anche anche anche per anche anche scrivere anche anche porta porta porta anche anche,12.6587,0.0,0.0,-0.2722,-0.1159
"Un problema , però , c' è .",anche anche anche infatti anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere vivere leggere leggere vivere vivere vivere,42.8571,0.0,0.0,-0.6936,-0.5817
"Nella realtà , purtroppo , non è così",anche anche anche infatti infatti anche anche uomo uomo uomo donna donna donna uomo uomo infatti uomo uomo annuncio uomo,33.1349,0.0,0.0,-0.4966,-0.2791
"Ah , c' è una cosa",sono anche anche anche sono anche sono sono anche infatti anche anche film film film anche anche infatti film film,41.1111,0.0,0.0,-0.6189,-0.3666
( I lavori proseguono in seduta segreta .,italiano anche anche anche infatti anche anche inoltre anche anche sono anche anche ospitare anche anche proprio anche anche anni,32.6885,0.0,0.0,-0.0248,0.0538
"Inoltre , c' è un altro problema altrettanto importante .",anche anche anche infatti anche anche leggere leggere leggere scrivere leggere leggere anche leggere scrivere scrivere leggere scrivere anche anche,19.957,0.0,0.0,-0.5026,-0.3321
"Inoltre , c' è un altro problema altrettanto importante",anche anche anche inoltre inoltre inoltre anche anche leggere leggere leggere scrivere leggere leggere sono leggere leggere inoltre leggere leggere,17.6091,0.0,0.0,-0.646,-0.5002
Qui c' è un problema,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere sono sono sono possono sono sono film film film,10.6944,0.0,0.0,0.3282,0.2551
Il giudizio è molto positivo .,italiano italiano italiano un un un sono sono sono film film film questo film film sono film questo questo questo,30.6944,0.0,0.0,-0.2403,-0.0553
