Normal,Simple,SARI,METEOR,ROUGE_F,SPEARMAN_CORRELATION,PEARSON_CORRELATION
"l'alfa romeo alfetta gt è un'autovettura sportiva costruita dalla casa milanese dal 1974   zazione della coup&#xe9; che dovrà; sostituire negli anni settanta il modello ""giulia   2) con un bagagliaio di buona capienza. ció;, per combattere la concorrenza delle berline  prestazioni e maggiore versatilità; d'uso stavano raccogliendo un considerevole s  o dalla base meccanica della ""giulia gt"" nel 1968 viene dato incarico per il nuo   nascita e lo sviluppo della ""giulia gt"" negli anni in cui lavorava alla bertone. contemporaneamente, il centro stile alfa provvederà; alla realizzazione di un pro  one di base era costituita dal bialbero  cilindrata di 1779&#xa0;cm&#xb3; erogante 122 cv a 5500 giri consentiva all'alfetta gt di raggiunger ","l'uomo, il primo di un gruppo di trentini, che si trova a sud della città di cagna, e l'itali",3.4531,0.0374,0,0,0
Talvolta ascolto radio Orange.,La città di grande grande città città di grandi dimensioni.,14.4444,0.0769,0,0,0
“Mi dispiace!”.,“ “ “ ” “ “!!! “ “ Mamma!! ”!!. “ “,9.5833,0.2703,0,0,0
" ro alternativo immaginato da mark millar logan è un pacifico contadino che vive   enti banner, discendenti di hulk, avuti la cugina she-hulk e padroni della calif  are una consegna sulla costa orientale. divenne un pacifista da quando cinquant'anni primacriminali invece  massacra amici x-men; da allora non ha pi&#xf9; estra  verine"" estraendo nuovamente gli artigli meditando vendetta.","il primo anno di di di e e di di un anno di e di tre anni, e e il suo primo anno, e di un",8.3372,0.0515,0,0,0
Clara sapeva dove erano le chiavi di scorta di casa sua.,"Luisa Luisa, Luisa Luisa Luisa e Luisa Luisa erano felici felici e Luisa.",2.381,0.0813,0,0,0
"qualora il ricorso abbia per oggetto le prescrizioni cui è subordinata l'originaria autorizzazione, tali prescrizioni vanno dettagliatamente specificate.","la domanda di ammissione al ruolo, per la domanda, e la domanda per la presentazione di domanda di domanda.",8.551,0.0743,0,0,0
"Senza un amico con cui complottare, Tonio non chiamava più la gente con nomignoli orribili e non diceva più brutte battute.","Ma non era un gatto gatto gatto, e non era più un gatto.",25.597,0.1777,0,0,0
I tre amici si precipitarono dalla Signora Nasoviola che li presentò come il gruppo vincente.,"Ida, e la sua mamma, e disse che non avevano mai visto nessuno.",21.9914,0.2223,0,0,0
Benedetto era molto arrabbiato e voleva vendicare sua sorella.,Era molto felice che era felice che non era solo solo perché era solo felice.,17.4107,0.121,0,0,0
" Peter, finché c’è questa felicità interiore questo godere della natura, della salute e di tante altre cose, finché si ha tutto questo si tornerà sempre ad essere felici.","La gente era molto molto felice, perché perché è un po po ’ di grande famiglia, e la sua famiglia, perché è molto forte.",53.1261,0.1683,0,0,0
"Ho detto che sono sportiva e il mio abbigliamento è adeguato alla mia affermazione: un paio di scarpe da ginnastica, jeans e delle comode maglie coloratissime.","I bambini erano molto molto felici di vedere la loro loro famiglia, e i bambini erano felici felici di poter essere felici di crescere.",43.344,0.0987,0,0,0
A Luisa vennero brividi e guardò in alto; una nuvola gigantesca incombeva sopra le loro teste.,Ida si avvicinò verso la sua tenda.,39.868,0.0746,0,0,0
"Mi siedo per terra nel mio posticino preferito e guardo il cielo azzurro, il castagno brullo sui cui rami scintillano piccole goccioline, i gabbiani e gli altri uccelli che fendono l'aria e sembrano argentati.","Il sole, il sole, si alzava verso il cielo, e si alza alzandondo il sole e il sole si alzando in",21.8303,0.1172,0,0,0
Solo quando si guardò allo specchio si accorse che era diventato trasparente.,Ma non si sentiva che che non non si stava muovendo.,13.6309,0.125,0,0,0
quali sono le qualità; paesaggistiche rilevabili nel contesto interessato dall'intervento?,il progetto è stato stato realizzato in un progetto di fattibilità.,8.4133,0.0,0,0,0
"“Mi dispiace”, Effy disse alla donna e corse verso Simo.",La Mamma si mise a ridere per ridere e disse che che era un grosso gatto.,3.3333,0.1049,0,0,0
"Quando Geppetto ebbe finito di fargli i piedi, sentì arrivarsi un calcio sulla punta del naso.","Poi si mise a ridere e si mise un ’ ’ altra altra mano, e poi si mise in bocca a ridere a ridere.",53.1327,0.1645,0,0,0
grezzago (grezzach nella variante locale del dialetto milanese) è un comune di 2.725  ,è un comune di 4 4. 49. 8499.,30.7239,0.3101,0,0,0
"Sofia balzò in piedi impaurita, ma fortunatamente era solo Vincenzo, il suo gattino, che le faceva le fusa.","Il ragazzo, e si avvicinò verso la sua sua amica, e sorrise a tutti i suoi amici, e poi sorrideva.",10.944,0.0735,0,0,0
" lla politica estera teorizzato da hitler poggiava sul concetto del cosiddetto ""lebensraum"", lo spazio vitale destinato al popolo tedesco; o doveva essere ricavato dall'annessione  a germania, abitati da coloro che erano definiti untermenschen, sub-umaniueste popolazioni comprendevano gli slavi ed i bolscevichi sovietici ma anche gli ebrei, gli zingari e qualunque razza od etnia differente da   ro destino avrebbe dovuto essere quello to l generalplan ost, il progetto che mirav  st, in una fotografia scattata a dachau","il paese di sud del paese, il paese è il paese del paese di lingua di lingua francese.",5.3534,0.0189,0,0,0
L’antidolorifico che la Zia Anna aveva lasciato sul suo comodino sembrava un grande piatto bianco e il termometro fiammeggiava minacciosamente alla luce del giorno.,Il ragazzo aveva visto un bel bel belcinocino di legno.,7.1627,0.0712,0,0,0
la conferma dell'accoglimento della richiesta di fruizione dei servizi aggiuntivi verrà; data in sede di comunicazione della data di inizio ambientamento o comunque prima dell'avvio dell'anno educativo.,la domanda di ammissione all'ammissione all ammissione'ammissione ; al momento della domanda di domanda di graduatoria ; ; la domanda ;,6.1232,0.1064,0,0,0
"Alla fine di ogni gara, Benedetto le dava sempre dei colpetti affettuosi sulla spalla facendole un discorsetto benevolo su vincitori e vinti.","Il ragazzo aveva visto un ’ ’ idea di un ’ idea, e pensò di poter poter volare, e volare.",6.8551,0.0905,0,0,0
no tav è il termine usato per individuare un movimento di protesta italiano sorto  ,il paese è un comune di 4... 000..,23.4625,0.2808,0,0,0
"  casello autostradale bolzano sud, sorge il nuovo quartier generale della nota a   in abbigliamento sportivo da montagna. a torre oltre agli uffici amministrativi  un grande magazzino, un r&amp;d, un asilo aziendale, una caffetteria. inoltre dovrà; sorgere una palestra da arrampicata interna, la pi&#xf9; grande d'europa. l'eccezionale sito di progetto, ","il paese di ca cagna, il paese del paese è un comune di 4...",6.1301,0.0323,0,0,0
"Essendo Benedetto davvero molto piccolo, il vento lo spinse di nuovo dentro casa attraverso la porta principale.",La gente stava avvicinando verso la sua tenda.,19.1891,0.0585,0,0,0
-Buongiorno Signori.,Ciao Ciao Ciao! Ciao Ciao. Ciao Ciao ciao! Ciao!!,20.8333,0.122,0,0,0
"Dopo un giorno di pioggia particolarmente intensa, sembrò veramente che il fiume stesse per straripare.","Il giorno, il giorno, era un giorno, e il giorno era un brutto giorno.",30.6927,0.1736,0,0,0
"Sul palco Aidan fece dei suoni insoliti col suo computer portatile, Ida iniziò a fare il beat boxing, cioè dei suoni ritmati con la bocca, e Simo si mise a roteare sulla testa.","Ida e e i due amici e si sono seduti seduti a terra, e e la sua tenda, e si misero a sedere sul letto",6.3149,0.1622,0,0,0
"i cervid costituiscono una famiglia di mammiferi artiodattili  distribuita in tutti i continenti, esclusaustralia e africa.","i bambini di bambini, sono molto molto cari carismatici.",15.6206,0.076,0,0,0
"L’enorme cella frigo, montata in fondo alla via, dava ristoro alle nuvolette nelle ore più calde.","La gente era molto molto felice e felice, e si mise a sedere sulla sua sua sedia.",24.9319,0.0394,0,0,0
in assenza di dati utili ai fini dell'attribuzione del punteggio la domanda non potrà; essere accolta.,"la domanda di ammissione al ruolo, non è stata presentata presentata la domanda.",10.5182,0.1697,0,0,0
Anche la mamma di Emanuele era lì e parlava con l’anziana signora del suo micino.,"Ida e Luisa Luisa Luisa, Luisa e Luisa, Clara e Luisa.",14.1184,0.0643,0,0,0
"A volte, senza sapere il perché, divento triste e metto il muso.",Ma non ho più più pensato a questo problema.,49.9459,0.137,0,0,0
Alcune signore meno ricche si erano ripetutamente lamentate di questo con il Sindaco.,I bambini erano felici felici e felici felici felici di vedere la mamma.,19.2134,0.1071,0,0,0
“Ciao! Come ti chiami? Non ti ho mai vista prima”.,Ma non non ho “ “ “ ” “ “ ” ” ” “ ” ”? ” ”!!!,3.9216,0.1911,0,0,0
 enti da missioni spaziali.,la costruzione di costruzione di elementi architettonici architettonici.,2.7778,0.0926,0,0,0
Non ci fu soluzione migliore.,Non era una cosa.,32.7778,0.0847,0,0,0
"il futuro anteriore  è una forma verbale della lingua lingua italiana. esso indica eventi, esperienze e fatti cquesta forma verbale si coniuga combinan  le particolarità; del passato prossimo.","la sua sua nuova nuova vita, e la sua nuova vita è un po'di tempo, e di tempo.",8.63,0.0627,0,0,0
"Il tacchino ripieno era il piatto preferito della Mamma e poiché tutta la famiglia la stava festeggiando, volevano che tutto fosse come piaceva a lei.","La Mamma, e Clara, non aveva mai visto la mamma.",20.2721,0.0997,0,0,0
"Continuava però a chiedersi per quale motivo, tutti, proprio tutti, a Parigi indossassero i guanti di Madame Sciantosa.","Ida, e la sua amica, Clara, non riusciva a fare il pasticciotto.",25.9879,0.0625,0,0,0
"Il Signor Rossi era un uomo calvo, di mezza età, che viveva da solo nel suo appartamento in città con un cane di nome Susanna.",Il ragazzo era un ragazzo di nome e si era messo a giocare a calcio a calcio e aveva un bel bel bel ragazzo.,9.7108,0.1921,0,0,0
" e le copie, i certificati e gli estratti""","i servizi, sono previsti per i servizi.",5.5556,0.1389,0,0,0
" be una parte anche nell'ideazione della a iphig&#xe9;nie il  libretto  peró; opera di nicolas-fran&#xe7;ois guillard  uccessivi. il soggiorno a vienna non fu  di lunga durata: i contatti epistolari    anne-pierre-jacques devismes du valgay aveva assunto la direzione dell'acad&#xe9;mie royalemeno  due anni (ferdinand hoefer, nouvelle biographie  ","la sua sua nuova nuova casa, e la sua nuova casa di legno di legno.",9.9439,0.0271,0,0,0
