Normal,Simple1,SARI_1,METEOR_1,ROUGE_F_1,BLEU_1,Simple2,SARI_2,METEOR_2,ROUGE_F_2,BLEU_2
"Stando al Vangelo secondo Marco, Giacomo e Giovanni furono detti da Gesù Boanerghes (""figli del tuono","Conformemente al Vangelo secondo il Vangelo, Giacomo e Giovanni furono detti da Gesù Boaner ( "" figli del tuono",23.326714579917308,0.7602,0.5161,44.6,"Conformemente al Vangelo secondo il Vangelo, Giacomo e Giovanni furono detti da Gesù Boaner ( figli del tuono",19.486036838978016,0.6908,0.5161,34.1
C' è un' altra considerazione da fare,Piuttosto c'è da fare un'altra considerazione,33.0026455026455,0.6476,1.0,13.8,Piuttosto c'è da fare un'altra considerazione,33.0026455026455,0.6476,1.0,13.8
"Dolignon è un comune del dipartimento dell'Aisne, in Piccardia, nel nord della Francia","dolignon è un comune. Si trova nella regione Picardie, nel dipartimento dell'Aisne, nel nord della Francia",100.0,0.9999,1.0,94.3,"dolignon è un comune. Si trova nella regione Picardie, nel dipartimento dell'Aisne, nel nord della Francia",100.0,0.9999,1.0,94.3
La mia domanda però è un' altra,Un'altra domanda è la seguente,55.948773448773444,0.5836,1.0,54.8,Un'altra domanda è la seguente,55.948773448773444,0.5836,1.0,54.8
"Dopo l' articolo 11 , è inserito il seguente : « Art",Dopo l'articolo 11 inserire il seguente : Art,66.90067693744165,0.706,1.0,62.4,Dopo l'articolo 11 inserire il seguente : Art,66.90067693744165,0.706,1.0,62.4
Il giudizio non fu pienamente positivo,Il giudizio non può essere positivo,44.76190476190476,0.5391,0.1818,9.0,Il giudizio non è assolutamente positivo,41.98412698412699,0.3704,0.2,8.2
"Alcuni più riusciti , altri meno",Alcuni più riuscirono a vincere,33.29365079365079,0.375,0.25,21.4,Alcuni più bravi sono stati meno bravi,35.61507936507936,0.4915,0.2,14.5
"Bronstein insinuò che i funzionari sovietici gli fecero pressioni affinché perdesse nella partita del campionato del mondo del 1951, in modo che Botvinnik mantenesse il titolo, ma i commenti del secondo di Botvinnik, Salo Flohr, e le annotazioni dello stesso Botvinnik alla critica 23ª partita indicano che Botvinnik non era a conoscenza di tale complotto","Nel 2007, i funzionari sovietici gli fecero pressioni per perdere la partita, in modo che Botvinky mantenesse il titolo, ma i commenti del secondo atto del concorso fossero a conoscenza di tale fenomeno, e le annotazioni dello stesso botnik, rispettivamente",28.336865520550422,0.0896,0.0,1.1,"Ringraziò che i funzionari sovietici gli fecero finta che Botvinky rimanesse nella partita del campionato del 1950, in modo che Bottvinky fosse a conoscenza di tale complotto, e le annotazioni dello stesso botnik, espressero il titolo "" Birtvink",29.854088882093663,0.0903,0.0,1.1
Non facciamo- ci illusioni,Ma non dobbiamo comunque far - ci troppe illusioni,50.73167573167573,0.7683,0.6667,19.1,Non dobbiamo comunque far - ci troppe illusioni,51.666666666666664,0.7806,0.7273,25.8
Come posso trovare un libro su 365Bookmark,Come posso trovare un libro su 365,13.492063492063494,0.4189,0.1818,14.5,Come posso trovare un libro su 365,13.492063492063494,0.4189,0.1818,14.5
E stata una rivelazione per me,Per me è stata una vera sorpresa,36.80555555555555,0.4915,0.2222,7.8,Per me è stata una vera sorpresa,36.80555555555555,0.4915,0.2222,7.8
Di chi sarà mai la colpa,Di chi sarà mai la colpa,6.9444444444444455,0.3125,0.2,16.2,Di chi sarà mai la colpa,6.9444444444444455,0.3125,0.2,16.2
Ma c' è sempre l' eccezione che conferma la regola,Ma è la classica eccezione che conferma la regola,100.0,0.9993,1.0,100.0,Ma è la classica eccezione che conferma la regola,100.0,0.9993,1.0,100.0
Questa è tutt' altra cosa,è tutt'altra cosa,31.94444444444444,0.1754,0.4,0.0,è tutt'altra cosa,31.94444444444444,0.1754,0.4,0.0
Gli ebrei non possono nemmeno andare a casa di cristiani,Gli ebrei non possono andare a casa dei cristiani,19.98857623857624,0.7868,0.5882,39.9,Gli ebrei non possono andare a casa dei cristiani,19.98857623857624,0.7868,0.5882,39.9
anche questa è un' altra ipotesi valida,Questa è una mia sola ipotesi,83.33333333333333,0.9977,1.0,100.0,Questa è una mia sola ipotesi,83.33333333333333,0.9977,1.0,100.0
In più è mio amico,È un mio grande amico,34.72222222222222,0.122,0.0,5.3,È un mio grande amico,34.72222222222222,0.122,0.0,5.3
Per ulteriori informazioni rivolger- si all' U.O,Per ulteriori informazioni ci si può rivolgere all ',60.0542513042513,0.9085,0.875,58.1,Per maggiori informazioni ci si deve rivolgere all'U. O. C. E,37.377774730715906,0.6466,0.5,14.5
La partita comunque è solo all' inizio,La partita è agli inizi,47.5462962962963,0.4991,0.3333,39.8,La partita è agli inizi,47.5462962962963,0.4991,0.3333,39.8
"Qual è , allora , il problema","Allora, quale è il problema",48.61111111111111,0.6464,0.3333,32.5,"Allora, quale è il problema",48.61111111111111,0.6464,0.3333,32.5
Non è proprio una novità,Non è questo certo una novità,83.33333333333333,0.9977,1.0,100.0,Non è questo certo una novità,83.33333333333333,0.9977,1.0,100.0
E questo è davvero un paradosso,È un pò un paradosso,83.33333333333333,0.996,1.0,100.0,È un pò un paradosso,83.33333333333333,0.996,1.0,100.0
Ma la risposta è la stessa di sopra,La mia risposta è la seguente,43.022486772486765,0.7353,0.2857,32.5,La mia risposta è la seguente,43.022486772486765,0.7353,0.2857,32.5
"Ah , ecco , certo , come ho fatto a non capir- lo subito",Ma come ho fatto a non capire,54.583333333333336,0.7114,0.6667,41.1,Ma come ho fatto a non capire,54.583333333333336,0.7114,0.6667,41.1
"Progressi ne sono stati fatti , dunque",Così sono stati fatti,38.194444444444436,0.6009,0.5714,46.3,Allora ne sono stati fatti molti passi,53.439153439153436,0.7632,0.6,41.1
Il nome moderno ``Francia'' deriva dal nome del dominio feudale dei re capetingi di Francia intorno a Parigi,Il nome ` ` Francia'' deriva dal nome del dominio feudatario dei re di Francia,29.479552756630056,0.6352,0.4615,37.9,"Il nome "" francesi "" deriva dal nome del dominio feudatario dei re di Francia",19.333513708513706,0.558,0.3846,14.2
"Ed è , soprattutto , una notizia",Ed è una buona notizia,83.33333333333333,0.996,1.0,100.0,Ed è una buona notizia,83.33333333333333,0.996,1.0,100.0
Vi ringrazio per l' attenzione e saluto distintamente,Ringrazio per l'attenzione e saluto,30.674603174603174,0.5515,1.0,24.7,Ringrazio per l'attenzione e saluto,30.674603174603174,0.5515,1.0,24.7
"Invece di arrivare giù fino alla vita, i capelli di Clara ora arrivavano solamente fino alle spalle","Quando arrivò alla vita, i capelli di Clara poterono arrivare fino alle spalle",24.620980870980873,0.4707,0.4286,15.6,"Quando arrivò alla vita, i capelli di Clara poterono arrivare fino alle spalle",24.620980870980873,0.4707,0.4286,15.6
Il giudizio collegiale complessivo della commissione è molto buono,Il giudizio della commissione è buono,31.17216117216117,0.7014,0.4444,32.2,Il giudizio della commissione è buono,31.17216117216117,0.7014,0.4444,32.2
A questo punto la ... domanda sorge spontanea : perché tutto questo,A questo punto la domanda sorge spontanea,48.638538748832865,0.6344,0.5333,20.3,A questo punto la domanda sorge spontanea,48.638538748832865,0.6344,0.5333,20.3
C' è però un ostacolo,Ma c'è un altro ostacolo,33.333333333333336,0.0962,0.0,10.7,Ma ci sono altri ostacoli,66.66666666666667,0.996,1.0,100.0
Dove sta il problema quindi,dove può stare il problema,83.33333333333333,0.996,1.0,100.0,dove può stare il problema,83.33333333333333,0.996,1.0,100.0
"articolo 3 , comma 122 , della legge 24 dicembre 2003 , n. 350 , è sostituito dal seguente","Il comma 3 dell'articolo 122 della legge n. 2003 del 350 dicembre 31, n. 350, è sostituito dal seguente : « 1",57.13597807011786,0.7259,0.6111,38.5,"Il comma 3 dell'articolo 122 della legge n. 2003 del 350 dicembre 31, n. 350, è sostituito dal seguente : « 1",57.13597807011786,0.7259,0.6111,38.5
Si trova nelle zone temperate e tropicali,Si trova nelle zone temperate e tropicali,26.16452991452991,0.3681,0.381,14.7,Si trova nelle zone temperate e tropicali,26.16452991452991,0.3681,0.381,14.7
Quando Ida e Simo arrivarono finalmente al campeggio si precipitarono fuori dalla macchina,Quando Ida e Simo arrivarono al campeggio si precipitarono fuori dalla macchina,22.71332701538651,0.8221,0.6364,46.6,Quando Ida e Simo arrivarono al campeggio si precipitarono fuori dalla macchina,22.71332701538651,0.8221,0.6364,46.6
La ringrazio anticipatamente per la sua attenzione,La ringrazio per la sua attenzione,65.59523809523809,0.8535,0.7273,67.3,La ringrazio per la sua attenzione,65.59523809523809,0.8535,0.7273,67.3
Complessivamente sono stati controllati 328 veicoli e 457 persone,In tutto sono stati controllati 328 veicoli e 45 persone,69.02777777777777,0.8951,0.7778,78.3,In tutto sono stati controllati 328 veicoli e 457 persone,100.0,0.9995,1.0,100.0
"Accertata la presenza del prescritto numero di senatori , la Commissione approva , infine , il parere di nulla osta proposto dal relatore","Accerta la presenza del prescritto numero di senatori, la Commissione approva il parere proposto dal relatore",100.0,0.9999,1.0,100.0,"Accerta la presenza del prescritto numero di senatori, la Commissione approva il parere proposto dal relatore",100.0,0.9999,1.0,100.0
"Dopo la bocca, gli fece il mento, poi il collo, le spalle, lo stomaco, le braccia e le mani","Dopo la bocca, fa il naso, poi il collo, le spalle e le mani",37.58970200834563,0.5728,0.5,29.1,"Dopo la bocca, fa il naso, poi il collo, le spalle e le mani",37.58970200834563,0.5728,0.5,29.1
Per il resto non saprei,Per il resto non so,55.27777777777777,0.8203,1.0,40.9,Per il resto non so,55.27777777777777,0.8203,1.0,40.9
E proprio qui sta il problema,Tutto il problema sta qui,83.33333333333333,0.996,1.0,100.0,Tutto il problema sta qui,83.33333333333333,0.996,1.0,100.0
"è troppo "" strano",è stato troppo strano,37.22222222222222,0.25,0.0,19.0,è stato troppo strano,37.22222222222222,0.25,0.0,19.0
Non puoi dire sul serio,Non puoi dire sul serio,33.333333333333336,0.996,1.0,100.0,Non puoi dire sul serio,33.333333333333336,0.996,1.0,100.0
Come si potrebbe risolvere la questione,Come si può risolvere la questione,41.77248677248678,0.7353,0.4444,23.0,Come si può risolvere la questione,41.77248677248678,0.7353,0.4444,23.0
Comunque anche questo non è un grosso problema,Ma non è un problema,58.333333333333336,0.75,0.3333,23.6,Ma non è un problema,58.333333333333336,0.75,0.3333,23.6
"La maggior parte della regione è governata dalla Repubblica del Nagorno-Karabakh, uno Stato indipendente de facto e non riconosciuto, istituito sulla base dell'Oblast' autonoma del Nagorno-Karabakh all'interno della RSS dell'Azerbaigian dell'Unione Sovietica. Il territorio è internazionalmente riconosciuto come parte dell'Azerbaigian, che non esercita il potere sulla maggior parte della regione dal 1991","La maggior parte della regione è governata dalla Repubblica del Nagorno - Karabakh, uno Stato indipendente che non esiste sulla base dell'Unione Sovietica del 1991",29.29645542427497,0.1124,0.0667,1.7,"La maggior parte della regione è governata dalla Repubblica del Nagorno - Karabakh, uno Stato indipendente che non ha alcun potere sulla creazione dell'Unione Sovietica del 1991",29.29645542427497,0.1099,0.0625,1.6
D'altra parte si dimostra che l'assorbimento umano di tali sostanze nelle vicinanze di un inceneritore è trascurabile,D'altra parte si dimostra che l'assorbire tali sostanze nelle vicinanze di un inceneritore è trascurabile,29.192848020434226,0.6727,0.625,49.9,D'altra parte si dimostra che l'assorbire tali sostanze nelle vicinanze di un inceneritore è trascurabile,29.192848020434226,0.6727,0.625,49.9
Laureato in Medicina e Chirurgia nel 1973,Laurea in Medicina Chirurgia nel 1973,91.66666666666667,0.9977,1.0,100.0,Laurea in Medicina Chirurgia nel 1973,91.66666666666667,0.9977,1.0,100.0
Questo è un altro dato di fatto,È un dato di fatto,35.68121693121693,0.3178,0.25,17.5,È un dato di fatto,35.68121693121693,0.3178,0.25,17.5
Oggi il sito web del Times è uno dei più visitati siti giornalistici ed è il primo quotidiano online con sede negli USA (31 milioni di utenti al mese censiti a marzo 2009,Oggi il sito web del giornale web è uno dei più visitati siti web ed è il primo quotidiano in Francia,21.68253968253968,0.4689,0.44,25.1,Oggi il sito web del giornale web è uno dei più visitati siti web ed è il primo quotidiano in Francia,21.68253968253968,0.4689,0.44,25.1
Non è un film autobiografico,Non è un un film commerciale,91.66666666666667,0.9977,1.0,100.0,Non è un un film commerciale,91.66666666666667,0.9977,1.0,100.0
"Per l' adempimento dei propri compiti la Commissione pur avvaler- si della collaborazione di tutte le amministrazioni dello Stato , anche ad ordinamento autonomo , degli enti pubblici , delle regioni e degli enti locali","Per l'adempimento dei propri compiti, la Commissione si avvale di tutte le amministrazioni dello Stato, anche ad ordinamento pubblico, delle regioni e degli enti locali",35.01776277120357,0.6764,0.7018,46.1,"Per l'adempimento dei propri compiti, la Commissione si avvale di tutte le amministrazioni dello Stato, anche ad ordinamento pubblico, delle regioni e degli enti locali",35.01776277120357,0.6764,0.7018,46.1
Le indagini di Roux sono state condotte principalmente sulle uova di rana per ricercare le prime strutture dello sviluppo degli anfibi,Le indagini di Roux sono state svolte principalmente sulle uova di Rana per trovare le prime strutture dello zoo,24.186656876312046,0.7667,0.6842,46.5,Le indagini di Roux sono state svolte principalmente sulle uova di Rana per trovare le prime strutture dello zoo,24.186656876312046,0.7667,0.6842,46.5
Vorrei far- ti una domanda,Ti faccio una domanda facile facile,46.666666666666664,0.3676,0.2222,16.2,Ti faccio una domanda facile facile,46.666666666666664,0.3676,0.2222,16.2
I dati si riferiscono al 2004,I dati sono riferiti al 2004,83.33333333333333,0.9977,1.0,100.0,I dati sono riferiti al 2004,83.33333333333333,0.9977,1.0,100.0
Ma i passi da fare sono ancora molti,Molto passo è ancora da fare,39.24242424242424,0.3276,0.1818,12.9,Molto passo è ancora da fare,39.24242424242424,0.3276,0.1818,12.9
"Ma , cosa dice un altro salmo",Ma cosa dice un altro salmo,50.19841269841271,0.7782,0.6667,50.8,Ma che cosa dice un altro salmo,58.531746031746046,0.9308,0.6,41.1
Ora tutto è più facile,è stato tutto più delicato e facile,53.216089466089464,0.6914,0.4,43.5,è stato tutto più delicato e facile,53.216089466089464,0.6914,0.4,43.5
"La pasticceria era di una donna molto sorridente di nome Clara, che era una fanatica dei dolci","La pasticceria era di nome Clara, che era una vera amica dei dolci",37.74026412184307,0.6692,0.5714,43.1,"La pasticceria era di nome Clara, che era una piacciono i dolci",36.16863861905814,0.6135,0.5185,40.3
La risposta è ancora no,La risposta è stata no,91.66666666666667,0.996,1.0,100.0,La risposta è stata no,91.66666666666667,0.996,1.0,100.0
Sempre che ne valga la pena,Forse vale la pena,47.77777777777777,0.3814,0.2222,16.7,Forse vale la pena,47.77777777777777,0.3814,0.2222,16.7
C' è una persona che ci aspetta,C'è una persona che ci attende,25.89285714285714,0.3599,0.0,8.1,C'è un'altra persona che ci dobbiamo aspettare,31.296296296296294,0.3549,0.0,6.6
Stavolta però c' erano delle differenze,Ci sono però alcune differenze,48.280423280423285,0.535,0.2222,11.5,E ci sono alcune differenze,43.981481481481474,0.4331,0.2222,19.4
La responsabilità è tutta del governo,La responsabilità è del governo,52.42063492063492,0.8203,0.5714,40.9,La responsabilità è del governo,52.42063492063492,0.8203,0.5714,40.9
Ma la strada da fare è ancora lunga,La strada da fare è ancora molta,100.0,0.9985,1.0,100.0,La strada da fare è ancora molta,100.0,0.9985,1.0,100.0
"Si , sono d' accordo",Si può essere d'accordo,49.08730158730159,0.5077,1.0,46.3,Si può essere d'accordo,49.08730158730159,0.5077,1.0,46.3
Parere favorevole con osservazioni ) Si riprende l' esame sospeso nella seduta 21 novembre scorso,Parere favorevole con osservazioni ) Riprende l'esame sospeso nella seduta pomeridiana dell'11 novembre scorso,49.45630431659843,0.6891,0.7407,45.1,Parere favorevole con osservazioni ) Riprende l'esame sospeso nella seduta pomeridiana dell'11 novembre scorso,49.45630431659843,0.6891,0.7407,45.1
7 ) Sono laureato in giurisprudenza,È laureata in giurisprudenza nel 7,50.97222222222221,0.6615,0.6667,50.8,È laureata in giurisprudenza nel 7,50.97222222222221,0.6615,0.6667,50.8
ma che razza di posto è questo,Che razza di posto è questo,66.66666666666667,0.9977,1.0,100.0,Che razza di posto è questo,66.66666666666667,0.9977,1.0,100.0
Vediamo come andrà a finire,Vediamo come andrà a finire,26.772486772486772,0.6727,0.6667,54.8,Vediamo come andrà a finire,26.772486772486772,0.6727,0.6667,54.8
L' anno prossimo si vedrà,L'anno prossimo l'altro verrà,30.476190476190478,0.0862,0.0,9.7,L'anno prossimo l'altro sarà,30.476190476190478,0.0862,0.0,9.7
naturalmente questa è solo una goccia in un oceano,Ma erano gocce in un oceano,25.979437229437224,0.1042,0.0,5.9,Ma erano gocce in un oceano,25.979437229437224,0.1042,0.0,5.9
"Ai richiedenti residenti nelle vie della Circoscrizione di Gardolo riportate nel prospetto allegato, verrà attribuito in automatico come nido di prima scelta oltre al nido Aquilone anche il nido di Lavis","Ai richiedenti residenti nelle vie della Circoscrizione di Gardolo riportate nel prospetto allegato, verrà attribuito in automatico come nido di prima scelta oltre al nido di Lavis",28.716099108048265,0.8517,0.8571,75.5,"Ai richiedenti residenti nelle vie della Circoscrizione di Gardolo di Gardone, verrà attribuito in automatico come nido di prima scelta oltre al nido di Lavis",40.22554484908674,0.7548,0.7778,64.9
È evidentemente una questione di gusti,ma è una questione i gusti,41.574074074074076,0.7353,0.2857,32.5,ma è una questione i gusti,41.574074074074076,0.7353,0.2857,32.5
Ma anche questa non è una grande scoperta,Non è una nostra scoperta originale,43.022486772486765,0.7353,0.2857,32.5,Non è una nostra scoperta originale,43.022486772486765,0.7353,0.2857,32.5
"Le elezioni presidenziali degli Stati Uniti del 1980 videro sfidarsi il democratico in carica Jimmy Carter e il suo avversario repubblicano Ronald Reagan, oltre al deputato repubblicano John B. Anderson, che si candidò come indipendente","Le elezioni presidenziali degli Stati Uniti del 1980 videro sfidarsi il democratico John Kennedy e il suo avversario John B. B. White, che si candidava come indipendente",27.876709811788725,0.2762,0.1132,7.9,"Le elezioni presidenziali degli Stati Uniti del 1980 videro sfidarsi il democratico John Kennedy e il suo avversario John B. B. White, che si candidava come indipendente e si candidarono come indipendente",27.876709811788725,0.2439,0.1034,7.0
"E infine , qual era la questione",E qual era la questione,35.61507936507936,0.5111,0.2857,23.6,E qual era la questione,35.61507936507936,0.5111,0.2857,23.6
E allora c' era una sola cosa da fare,C'è una sola cosa da fare,32.94372294372294,0.3024,0.2,16.2,C'è una sola cosa da fare,32.94372294372294,0.3024,0.2,16.2
I guanti indossati dai giocatori di hockey su ghiaccio sono di tre tipi,I guanti di hockey su ghiaccio sono di tre tipi,18.293650793650794,0.5952,0.4,27.5,I guanti di hockey su ghiaccio sono di tre tipi,18.293650793650794,0.5952,0.4,27.5
"Ovviamente , dipende da quello che si vuol fare",Ovviamente dipende da quello che si vuole fare,49.28062678062677,0.6389,0.4286,22.1,Ovviamente dipende da quello che si vuole fare,49.28062678062677,0.6389,0.4286,22.1
"Sull' ordine dei lavori è intervenuto , quindi , l' on",Sull'ordine dei lavori è intervenuto l'on,45.78282828282827,0.4134,1.0,36.4,Sull'ordine dei lavori è intervenuto l'on,45.78282828282827,0.4134,1.0,36.4
Non puoi far- ci niente,Non potevamo fare assolutamente niente,75.0,0.996,1.0,100.0,Non potevamo fare assolutamente niente,75.0,0.996,1.0,100.0
Il giudizio è pertanto nettamente positivo,Il giudizio complessivo è senz'altro positivo,39.583333333333336,0.3333,0.0,11.5,Il giudizio complessivo è senz'altro positivo,39.583333333333336,0.3333,0.0,11.5
"Non è così , o meglio : così non dev' essere","Non è così, non può essere così",55.90277777777777,0.8779,0.8,24.4,"Non è così, non può essere così",55.90277777777777,0.8779,0.8,24.4
Ma non è neanche questo il punto,Ma non è il punto,83.33333333333333,0.996,1.0,100.0,Ma non è il punto,83.33333333333333,0.996,1.0,100.0
"In alternativa, quando viene concessa una Licenza Reale per un trasferimento di armi, il cambiamento del cognome del cessionario in quello del cedente può essere consentito dalla Licenza stessa, senza bisogno di un atto notarile","Quando viene concessi una Licenza reale per un trasferimento di armi, il cambiamento del cognome del pugliese in quello del Ceto stesso, senza bisogno di un atto notarile",31.2498457424928,0.4406,0.3273,20.6,"Quando viene concessi una Licenza reale per un trasferimento di armi, il cambiamento del cognome del Cedente in quello del cedente può essere consentito dalla Corte Suprema di Stato, senza bisogno di un atto noto",32.878787878787875,0.5695,0.3871,24.0
"Che non è mica roba da poco , anzi",Non è roba da mezz'omm,61.471768971768974,0.7938,0.5714,66.9,Non è roba da mezz'omm,61.471768971768974,0.7938,0.5714,66.9
Il cuore mi batteva a mille,Il cuore le batteva a mille,58.333333333333336,0.949,0.6667,38.0,Il cuore le batteva a mille,58.333333333333336,0.949,0.6667,38.0
E questa è un' altra tipica anomalia italiana,è un'altra anomalia italiana,40.115440115440116,0.3233,0.8571,24.9,è un'altra anomalia italiana,40.115440115440116,0.3233,0.8571,24.9
Non sarebbe una grande conquista,Non è una grande conquista,44.96031746031746,0.6356,0.2857,35.0,Non è una grande conquista,44.96031746031746,0.6356,0.2857,35.0
ma ha dell' incredibile,Ma ha un'incredibile,17.22222222222222,0.0877,0.0,0.0,Ma ha un'incredibile,17.22222222222222,0.0877,0.0,0.0
"Conseguentemente , sopprimere l' articolo 3",Conseguentemente l'articolo 3 è soppresso,47.04365079365079,0.5515,1.0,35.0,Conseguentemente l'articolo 3 è soppresso,47.04365079365079,0.5515,1.0,35.0
E non sarà una cosa volgare,Non è una cosa difficile,24.583333333333332,0.4331,0.25,17.5,Non è una cosa difficile,24.583333333333332,0.4331,0.25,17.5
"certo non è un delitto , anzi",Non è mica un delitto,83.33333333333333,0.996,1.0,100.0,Non è mica un delitto,83.33333333333333,0.996,1.0,100.0
All' udienza del 27 aprile 2001 la causa è stata trattenuta per la decisione,Alla pubblica udienza del 27 aprile 2001 la causa veniva trattenuta in decisione,100.0,0.9998,1.0,100.0,Alla pubblica udienza del 27 aprile 2001 la causa veniva trattenuta in decisione,100.0,0.9998,1.0,100.0
E dov' è la novità,E dov'è la novità,22.81746031746032,0.83,0.6667,24.9,Dov'è la performance sensazionale e la novità,22.81746031746032,0.7683,0.4444,13.1
"Gli effetti del presente contratto decorrono dal giorno successivo a quello della sua definitiva sottoscrizione , salvo diversa prescrizione contenuta nello stesso","Gli effetti giuridici decorrono dal giorno della sottoscrizione, salvo diversa prescrizione del presente contratto",100.0,0.9999,1.0,100.0,"Gli effetti giuridici decorrono dal giorno della sottoscrizione, salvo diversa prescrizione del presente contratto",100.0,0.9999,1.0,100.0
"Sospendo , pertanto , la seduta fino alle ore 22,15","Sospendo la seduta fino alle ore 22, 15",62.69841269841269,0.727,0.5333,46.7,"Sospendo la seduta fino alle ore 22, 15",62.69841269841269,0.727,0.5333,46.7
"Queste operazione, insieme ad altre complementari come il rafforzamento dei litorali, il rialzo di rive e pavimentazioni e la riqualificazione della laguna, dovrebbero permettere la difesa della città di Venezia da eventi estremi come le alluvioni e come il degrado morfologico, per il quale la laguna sta progressivamente cedendo al mare, e l'abbassamento del livello del suolo","Queste operazione, insieme a un rinforzo dei sottomarini, al rinforzo di alcune unità e la ottimizzazione della città, consentono la difesa della città di Venezia da opera di eventi estremi come le acque, e l'abbassamento del livello del mare, per il quale la città sta lentamente scemando al limite del suolo e questo rende la salute della città",22.933566558791252,0.5083,0.3826,33.1,"Queste operazione, insieme a un rinforzo dei sottomarini, al rinforzo di alcune unità e la ottimizzazione della superficie di Venezia, necessari per evitare la caduta della città di Venezia da oggi o fino al 3 ottobre",12.630593198541467,0.2643,0.1739,10.7
Questa è un' altra storia,è tutta un'altra storia,39.166666666666664,0.4406,1.0,27.5,è tutta un'altra storia,39.166666666666664,0.4406,1.0,27.5
Forse questo è il rovescio della stessa medaglia,È il rovescio della medaglia,91.66666666666667,0.996,1.0,100.0,È il rovescio della medaglia,91.66666666666667,0.996,1.0,100.0
Non può svolger- si in contrasto con l' utilità sociale o in modo da recare danno alla sicurezza alla libertà alla * dignità umana,Non può svolger - si in contraddittorio con l'utilità della libertà sociale,21.450517902716246,0.195,0.3636,3.7,Non si svolge in contraddittorio con l'utilità sociale o in modo da recare danno alla libertà umana,26.101410042199518,0.432,0.4615,15.8
"Qualcuno doveva prendere in mano la situazione , Ben",La situazione era in mano,45.42929292929293,0.6356,0.4444,19.4,Doveva prendere in giro la situazione,32.52525252525252,0.4259,0.2,18.0
Mi puoi parlare di una tua esperienza,Puoi parlare di quella esperienza,58.333333333333336,0.75,0.5,42.7,Puoi parlare di quella esperienza,58.333333333333336,0.75,0.5,42.7
La partecipazione degli adulti è rigorosamente gratuita,La partecipazione degli adulti è gratuita,91.66666666666667,0.9977,1.0,100.0,La partecipazione degli adulti è gratuita,91.66666666666667,0.9977,1.0,100.0
"La seduta , sospesa alle 8.05 , è ripresa alle 8.30",La seduta sospesa alle 15. 30 è ripresa alle 16. 05,62.84722222222223,0.736,1.0,28.0,La seduta sospesa alle 15. 30 è ripresa alle 16. 05,62.84722222222223,0.736,1.0,28.0
Intanto continua ad arrivare gente,E intanto continua ad arrivare gente,17.12962962962963,0.7353,0.4444,32.5,E intanto continua ad arrivare gente,17.12962962962963,0.7353,0.4444,32.5
Secondo me ne vale veramente la pena,Secondo me vale la pena,75.0,0.996,1.0,100.0,Secondo me vale la pena,75.0,0.996,1.0,100.0
"Beh , questa è una domanda strettamente calcistica",Questa è una splendida domanda,58.333333333333336,0.75,0.3333,42.7,Questa è una splendida domanda,58.333333333333336,0.75,0.3333,42.7
"Anzi , sarebbe stato triste il contrario",È vero proprio il contrario,50.74074074074074,0.5111,0.3333,21.4,È vero proprio il contrario,50.74074074074074,0.5111,0.3333,21.4
"Un relativismo che "" non è nichilismo , al contrario",Il relativismo che non è un concetto,33.12590187590188,0.4747,0.2,16.1,Il relativismo che non è un concetto,33.12590187590188,0.4747,0.2,16.1
Questo è un altro problema ancora,Ma è stato un problema,30.793650793650794,0.3,0.0,12.7,Questo è stato un grosso problema,25.416666666666668,0.2941,0.0,9.7
capite che non è cosa da poco,Ora avete capito che cosa non è accettabile,53.03030303030303,0.5282,0.1818,22.1,Ora avete che cosa non è accettabile,53.333333333333336,0.5357,0.2,26.3
Vorrei por- le un' ulteriore domanda,Le volevo quindi porre una domanda,45.522486772486765,0.6189,0.2222,16.2,Le volevo quindi porre una domanda,45.522486772486765,0.6189,0.2222,16.2
La mia è un' idea corretta,la mia era una idea,38.51851851851851,0.2542,0.0,11.5,La mia era una idea,38.51851851851851,0.2542,0.0,11.5
"Dopo la battaglia di Gaza del giugno 2007, i funzionari eletti di Hamas sono stati estromessi dalle loro posizioni nel governo dell'Autorità Nazionale Palestinese in Cisgiordania e sostituiti da membri rivali di Fatah e da indipendenti. Hamas ha mantenuto il controllo di Gaza","Dopo la battaglia di Gaza del giugno 2007, i funzionari eletto dai militanti palestinesi di Gaza sono stati liberati dalle restrizioni del governo. In questo ultimi mesi hanno mantenuto il controllo di Gaza",32.570905512081985,0.1978,0.0727,3.8,"Dopo la battaglia di Gaza del giugno 2007, i funzionari eletto dai governo palestinesi di Gaza sono stati liberati dalle loro posizioni nel governo. Per questo motivo, il funzionari eletto di Fatah è stato mantenuto in controllo di palestinesi palestinesi e da indipendente",29.04533998283998,0.227,0.0313,2.8
In attesa di una vostra risposta vi saluto cordialmente e vi ringrazio,In attesa di una vostra risposta ringrazio e saluto,58.85525780262623,0.7619,0.4444,41.4,In attesa di una vostra risposta ringrazio e saluto,58.85525780262623,0.7619,0.4444,41.4
Questo non è assolutamente sufficiente,Tutto questo non può essere sufficiente,73.6111111111111,0.83,0.8,76.0,Tutto questo non può essere sufficiente,73.6111111111111,0.83,0.8,76.0
Perché non può far- lo da solo,non può fare da solo,76.03174603174604,0.8441,0.8889,81.9,non può fare da solo,76.03174603174604,0.8441,0.8889,81.9
Qui c' è solo un fiume,C'è un fiume,47.142857142857146,0.487,0.25,0.0,C'è un fiume,47.142857142857146,0.487,0.25,0.0
