Normal,Simple1,SARI_1,METEOR_1,ROUGE_F_1,BLEU_1,Simple2,SARI_2,METEOR_2,ROUGE_F_2,BLEU_2
"Oggi , da allora , tante cose sono cambiate .",Da allora sono cambiate moltissime cose,66.6667,0.7433,0.4,10.7,Da allora sono cambiate moltissime cose,66.6667,0.7433,0.4,10.7
Così si farà anche in Italia !,Si può fare anche in Italia,94.7619,0.8676,0.9091,64.3,Si può fare anche in Italia,94.7619,0.8676,0.9091,64.3
questa non è una bella notizia,Non è una buona notizia.,29.6296,0.625,0.3333,32.5,Non è una buona notizia.,29.6296,0.625,0.3333,32.5
Ma questa non è certo una novità .,Quindi è una non novità,52.9762,0.2206,0.0,11.5,Ma non è una novità,68.1217,0.5515,0.2857,35.0
"Una è toscana , bionda e minuta",Ed è una magnifica donna.,53.6111,0.25,0.0,9.7,Ed è una magnifica donna.,53.6111,0.25,0.0,9.7
Questo è un problema cruciale ed eticamente complesso .,Questo è un tuo problema,66.6667,0.75,0.3333,42.7,Questo è un tuo problema,66.6667,0.75,0.3333,42.7
Oggi più di ieri questo è un dato di fatto .,Anzi è un dato di fatto,65.2778,0.9765,0.8571,76.0,Anzi è un dato di fatto,65.2778,0.9765,0.8571,76.0
Non sarebbe proprio il caso,Forse non è proprio il caso.,64.6825,0.6914,0.25,30.7,Forse non è proprio il caso.,64.6825,0.6914,0.25,30.7
"Il condizionale , dunque , è d' obbligo .",Tutti i condizionali sono d'obbligo,42.7083,0.0,0.2222,4.4,Tutti i condizionali sono d'obbligo,42.7083,0.0,0.2222,4.4
Forse potrebbe essere un fantastico ritorno alle origini,è stato un ritorno alle origini.,87.619,0.9654,0.8571,64.3,è stato un ritorno alle origini.,87.619,0.9654,0.8571,64.3
"Le camere sono ampie , confortevoli e pulite .",Le nostre camere sono ampie e luminose,100.0,0.9985,1.0,100.0,Le nostre camere sono ampie e luminose,100.0,0.9985,1.0,100.0
Naturalmente questo è solo un esempio,Ma sono solo un esempio.,54.9206,0.6615,0.5714,50.8,Ma sono solo un esempio.,54.9206,0.6615,0.5714,50.8
E questo è solo l' inizio »,E sarà solo l'inizio.,24.8611,0.1471,0.5714,10.4,E sarà solo l'inizio.,24.8611,0.1471,0.5714,10.4
"Questa , ovviamente , è una mia opinione .",è una mia opinione naturalmente,50.8796,0.5515,0.5,28.6,è una mia opinione naturalmente,50.8796,0.5515,0.5,28.6
"La Commissione prosegue l' esame , rinviato da ultimo nella seduta del 19 marzo 2003",La Commissione prosegue l'esame rinviato nella seduta del 15 marzo 2000.,51.7658,0.6235,0.7273,30.0,La Commissione prosegue l'esame rinviato nella seduta del 15 marzo 2000.,51.7658,0.6235,0.7273,30.0
Cosa puoi dir- me al riguardo,Cosa puoi dire al riguardo?,71.131,0.625,0.25,32.5,Cosa puoi dire al riguardo?,71.131,0.625,0.25,32.5
"L' articolo 4 , infine , dispone l' entrata in vigore della legge per il giorno successivo a quello della sua pubblicazione nella Gazzetta Ufficiale .",L'articolo 2 dispone l'entrata in vigore della legge il giorno successivo alla pubblicazione nella Gazzetta Ufficiale,37.9424,0.4985,0.5946,24.2,L'articolo 4 dispone l'entrata in vigore della legge per il giorno successivo alla sua pubblicazione nella Gazzetta Ufficiale,57.212,0.6385,0.8718,51.9
""" Non è questo il momento",Forse non è il momento.,70.496,0.625,0.2857,30.2,Forse non è il momento.,70.496,0.625,0.2857,30.2
""" Le risorse , ancora una volta , ci sono .","Le risorse saranno, ancora una volta, soltanto private",100.0,0.9995,1.0,100.0,"Le risorse saranno, ancora una volta, soltanto private",100.0,0.9995,1.0,100.0
Conseguentemente sostituire il comma 2 con il seguente : « 2,Il comma 2 è sostituito dal seguente : « 2.,97.9167,0.9996,1.0,100.0,Il comma 2 è sostituito dal seguente : « 2.,97.9167,0.9996,1.0,100.0
"Dichiara , infine , il proprio voto contrario",Dichiara quindi il proprio voto contrario.,57.1296,0.7311,0.4444,27.8,Dichiara quindi il proprio voto contrario.,57.1296,0.7311,0.4444,27.8
"Vi è , inoltre , un' altra questione .",Vi è poi un'altra questione,53.8889,0.1695,0.0,10.4,Vi è poi un'altra questione,53.8889,0.1695,0.0,10.4
"L' accantonamento utilizzato , sebbene privo di un' apposita voce programmatica , presenta la necessaria disponibilità finanziaria .",L'accantonamento utilizzato presenta le necessarie disponibilità ed un'apposita voce programmatica,55.0645,0.5836,1.0,47.6,L'accantonamento utilizzato presenta le necessarie disponibilità ed un'apposita voce programmatica,55.0645,0.5836,1.0,47.6
Ma non facciamo- ci illusioni,Ma non possiamo far - ci illusioni.,22.5463,0.6282,0.2,16.5,Ma non possiamo far - ci illusioni.,22.5463,0.6282,0.2,16.5
"Infatti "" Ogni essere umano è unico ed irripetibile .",""" Ogni essere umano è unico",95.4594,0.9765,1.0,76.0,""" Può essere umano unico",30.8135,0.5111,0.6667,23.6
"Si parlano inglese , portoghese e francese .","Parla inglese, francese e tedesco",79.9206,0.6615,0.5,50.8,"Parla inglese, francese e tedesco",79.9206,0.6615,0.5,50.8
All' udienza del 3 aprile 2003 il ricorso è stato trattenuto per la decisione,"Alla pubblica udienza del 24 aprile 2001, il ricorso veniva trattenuto per la decisione.",58.3441,0.756,0.48,34.5,"Alla pubblica udienza del 24 aprile 2001, il ricorso veniva trattenuto per la decisione.",58.3441,0.756,0.48,34.5
"Naturalmente , la risposta è stata : No",Probabilmente la risposta è no.,73.6111,0.8067,0.3333,23.0,Purtroppo la risposta è no.,73.6111,0.8067,0.3333,23.0
"Questo , però , non risolve il problema .",Non risolviamo assolutamente il problema,34.2659,0.4331,0.2222,17.5,Non risolviamo assolutamente il problema,34.2659,0.4331,0.2222,17.5
"articolo 23 , inserire il seguente : « Art",Dopo l'articolo 20 inserire i seguenti : « Art,35.8333,0.1282,0.2857,5.0,Dopo l'articolo 20 inserire i seguenti : « Art,35.8333,0.1282,0.2857,5.0
« Questa è la nostra risposta .,Questa è stata la risposta,40.1389,0.3,0.0,12.7,Questa è stata la risposta,40.1389,0.3,0.0,12.7
E non ne ho più voglia .,Poi non ho più voglia,38.8889,0.3,0.0,12.7,Poi non ho più voglia,38.8889,0.3,0.0,12.7
Togliete dal forno e servite immediatamente,Togliere dal forno e servire tiepida.,100.0,0.9985,1.0,100.0,Togliere dal forno e servire tiepida.,100.0,0.9985,1.0,100.0
"La mia richiesta , pertanto non può essere accolta",Entrambe le richieste non possono essere accolte.,100.0,0.999,1.0,100.0,Entrambe le richieste non possono essere accolte.,100.0,0.999,1.0,100.0
"Il punto , tuttavia , è un altro .",Un altro punto è questo,52.5463,0.5515,0.25,15.8,Ma il punto è adesso un altro,59.9206,0.8036,0.4,22.7
Nel complesso un candidato pienamente maturo sul quale il giudizio è estremamente positivo,"Nel complesso, il giudizio sul candidato è molto positivo.",78.5218,0.8466,0.7692,41.7,"Nel complesso, il giudizio sul candidato è molto positivo.",78.5218,0.8466,0.7692,41.7
non mi aveva detto niente !,Non ho detto assolutamente niente!,100.0,0.9977,1.0,100.0,Non ho detto assolutamente niente!,100.0,0.9977,1.0,100.0
""" Ma questo non è uno studio legale .",Ma non è uno scherzo,38.3333,0.2,0.0,10.7,Non è un semplice ricorso,37.3016,0.1,0.0,10.7
"Dunque , dov' è il problema ?",Dov'è dunque il problema,54.4841,0.8067,0.3333,24.9,Dov'è dunque il problema,54.4841,0.8067,0.3333,24.9
Anche questa è una questione di democrazia,è una questione di democrazia sostanziale.,72.2222,0.9654,0.8571,64.3,è una questione di democrazia sostanziale.,72.2222,0.9654,0.8571,64.3
"Dunque , è arrivato il momento della verità .",Il momento della verità è arrivato,100.0,0.9977,1.0,100.0,Il momento della verità è arrivato,100.0,0.9977,1.0,100.0
Il presente decreto ed entra in vigore il giorno successivo alla sua pubblicazione nella Gazzetta Ufficiale della Repubblica italiana,Il presente decreto entra in vigore il giorno della sua pubblicazione nella Gazzetta Ufficiale della Repubblica italiana.,80.6044,0.888,0.8125,77.8,Il presente decreto entra in vigore il giorno della sua pubblicazione nella Gazzetta Ufficiale della Repubblica italiana.,80.6044,0.888,0.8125,77.8
"Il risultato , oggi , è sotto gli occhi di tutti .",I risultati positivi sono sotto gli occhi di tutti,81.25,0.8819,0.75,61.0,I risultati positivi sono sotto gli occhi di tutti,81.25,0.8819,0.75,61.0
"La Commissione prosegue l' esame , rinviato , da ultimo nella seduta dell' 11 dicembre 2001",La Commissione prosegue l'esame rinviato nella seduta del 18 dicembre 2003.,53.8724,0.6235,0.7273,30.0,La Commissione prosegue l'esame rinviato nella seduta del 18 dicembre 2003.,53.8724,0.6235,0.7273,30.0
Il rischio era proprio questo,Questo è il vero rischio.,79.3056,0.8067,0.3333,38.0,Questo è il vero rischio.,79.3056,0.8067,0.3333,38.0
"Sì , li trovi anche sul ns",La trova anche sul ns,100.0,0.996,1.0,100.0,La trova anche sul ns,100.0,0.996,1.0,100.0
Il problema è proprio questo .,Il vero problema era questo,20.5952,0.1695,0.0,8.7,Questo è il vero problema,23.4722,0.2542,0.0,11.5
"articolo 6 , inserire il seguente :","Dopo l'articolo 19 è inserito il seguente : "" Art. 19 - bis.",75.8929,0.5737,0.5556,34.6,Dopo l'articolo 22 inserire il seguente : Art. 22 - bis.,56.96,0.4288,0.4444,18.0
Per fortuna tutto è andato bene » .,Per fortuna è andato tutto bene,100.0,0.9977,1.0,100.0,"Per fortuna, comunque, è andato tutto bene",75.2525,0.9347,0.6667,35.5
Gli incontro iniziano alle 17 .,Tutti gli incontri inizieranno alle 21,60.4167,0.0833,0.0,8.1,Tutti gli incontri inizieranno alle 21,60.4167,0.0833,0.0,8.1
Ed infine : Spero di esser stato chiaro,Spero di esser stato chiaro.,59.3519,0.9977,0.5,38.0,Spero di esser stato chiaro.,59.3519,0.9977,0.5,38.0
"Ma è solo un' ipotesi , molto improbabile",Ma la mia è solo un'ipotesi.,55.6151,0.6692,1.0,55.8,Ma la mia è solo un'ipotesi.,55.6151,0.6692,1.0,55.8
"Ma questa , forse , è un' altra storia .",Ma queste sono proprio altre storie,36.4583,0.0641,0.0,6.9,Ma questa è tutta un'altra storia,44.9306,0.3276,0.5455,15.2
"Così , il gioco è fatto .",e il gioco è fatto,66.6667,0.7938,0.6667,66.9,e il gioco è fatto,66.6667,0.7938,0.6667,66.9
"E nella domanda , c' è anche la risposta",La risposta è già nella domanda.,58.0051,0.3835,0.2,6.1,La risposta è già nella domanda.,58.0051,0.3835,0.2,6.1
Adesso si fa un nuovo passo indietro .,E farà un passo indietro,66.6667,0.4331,0.2222,19.4,Ma facciamo un lungo passo indietro,78.4722,0.8067,0.6,38.0
E guardando- ci negli occhi !,E guardar - ci negli occhi.,55.5556,0.607,0.25,15.6,E guardar - ci negli occhi.,55.5556,0.607,0.25,15.6
articolo 207 è sostituito dal seguente : « Art. 207 .,L'articolo 30 è sostituito dal seguente : « Art. 30.,53.7777,0.5299,0.4706,22.9,L'articolo 27 è sostituito dal seguente : « Art. 27.,53.7777,0.5299,0.4706,22.9
Questo è realmente il problema .,Questo è un pò un problema,66.6667,0.4259,0.0,18.0,Questo è un pò un problema,66.6667,0.4259,0.0,18.0
Nel ringraziare per la collaborazione si porgono distinti saluti,Ringrazio per la consueta cortese collaborazione e porgo distinti saluti.,100.0,0.9996,1.0,100.0,Ringrazio per la consueta cortese collaborazione e porgo distinti saluti.,100.0,0.9996,1.0,100.0
"Appare quindi , opportuno acquisire l' avviso del Governo al riguardo .",Apparirà l'avviso del Governo al riguardo,25.4986,0.3571,0.5333,9.2,Apparirà l'avviso del Governo al riguardo,25.4986,0.3571,0.5333,9.2
"Non è una battuta , la mia .",Non è solo una battuta,33.6111,0.6356,0.2857,19.4,Non è solo una battuta,33.6111,0.6356,0.2857,19.4
Ulteriori informazioni possono essere trovate su :,Ulteriori informazioni potete trovare su :,17.3611,0.2662,0.1176,0.9,Ulteriori informazioni possono essere trovare su :,40.6944,0.499,0.3333,3.8
Ma qui non è proprio il caso,Ma non è l'unico caso.,70.9193,0.8067,0.2857,38.0,Ma non è il mio caso.,80.1124,0.9654,0.5714,48.9
"Il giudizio complessivo sul candidato è , nel complesso , modesto .",In complesso il giudizio sul candidato è ottimo,76.8887,0.7483,0.6667,68.0,In complesso il giudizio sul candidato è ottimo,76.8887,0.7483,0.6667,68.0
Comunque la cosa non gli era affatto piaciuta,E la cosa non è piaciuta.,71.5278,0.6914,0.4444,18.6,E la cosa non è piaciuta.,71.5278,0.6914,0.4444,18.6
Si passa all' esame degli articoli,Passiamo all'esame degli articoli successivi.,32.5397,0.4046,0.6,16.3,Passiamo all'esame degli articoli successivi.,32.5397,0.4046,0.6,16.3
Non è un problema ! ! ! ! !,Non è un suo problema.,72.381,0.7014,0.3333,32.2,Non è un suo problema.,72.381,0.7014,0.3333,32.2
Ma questa non è una notizia .,Ma non è una buona notizia,45.8333,0.2941,0.0,9.7,Non è una bella notizia,46.7262,0.3,0.0,14.1
"Ma in pratica , come funziona ?",Ma in pratica come funziona,53.2407,0.6313,0.25,25.4,Ma in pratica come funziona,53.2407,0.6313,0.25,25.4
"E molte cose sono cambiate , oggi .",Intanto molte cose sono cambiate,45.3241,0.75,0.5,30.2,Intanto molte cose sono cambiate,45.3241,0.75,0.5,30.2
Quindi qual è il problema,Quindi il problema qual è?,49.3056,0.4574,0.3333,19.3,Quindi il problema qual è?,49.3056,0.4574,0.3333,19.3
Questo sarebbe davvero un peccato .,E questo è un peccato,68.3333,0.5111,0.3333,23.6,Ed è veramente un peccato,75.0,0.75,0.3333,30.2
« Questa mi sembra una buona cosa .,Mi sembra una buona cosa,42.9167,0.3319,0.2,8.5,Mi sembra una buona cosa,42.9167,0.3319,0.2,8.5
La gente non gli parlava .,La gente non gli parla più,39.5833,0.5011,0.2222,18.0,La gente non gli parla più,39.5833,0.5011,0.2222,18.0
"Signor Presidente , ne chiediamo la votazione .","Signor Presidente, chiedo la votazione elettronica",93.1746,0.9813,0.8889,80.9,"Signor Presidente, chiedo la votazione elettronica",93.1746,0.9813,0.8889,80.9
Le dici che non è vero .,Le avevo detto che non era semplice,47.3611,0.3074,0.2,13.1,Le avevo detto che non era semplice,47.3611,0.3074,0.2,13.1
Chissà se le cose stanno proprio così,Le cose stanno proprio così?,88.8889,0.8676,0.8889,64.3,Le cose stanno proprio così?,88.8889,0.8676,0.8889,64.3
") La mattina seguente , un nuovo e più strano , più significante spettacolo colpì gli occhi e le menti de ' cittadini .","La mattina è stato più difficile, intenso e persistente dei suoi occhi",7.5637,0.2021,0.0714,4.1,"La mattina è stato più profondo, gli occhi e le lacrime dei cittadini",13.5088,0.3881,0.2759,13.2
Sussistono validi motivi per compensare integralmente tra le parti le spese del giudizio,Sussistono comunque giusti motivi per compensare le spese di giudizio fra le parti.,45.9678,0.5993,0.4615,26.7,Sussistono giusti motivi per compensare tra le parti le spese dell'intero giudizio.,51.4507,0.6838,0.4615,34.6
Per ora la risposta è : assolutamente no .,Comunque la risposta è no,79.1667,0.7938,0.6667,66.9,Comunque la risposta è no,79.1667,0.7938,0.6667,66.9
Il giudizio è complessivamente : ottimo,Complessivamente il giudizio è abbastanza buono.,52.0833,0.4509,0.25,8.6,Complessivamente il giudizio è abbastanza buono.,52.0833,0.4509,0.25,8.6
"Infatti , il vero problema è proprio questo",è questo il vero problema.,32.7778,0.3623,0.0,9.7,è questo il vero problema.,32.7778,0.3623,0.0,9.7
Per ulteriori informazioni visitate il sito :,Per ulteriori informazioni visita il nostro sito,62.9167,0.5646,0.3077,24.1,Per ulteriori informazioni visita il sito!,66.6667,0.6127,0.5,26.6
"Per tali ragioni , preannuncia un voto di astensione",Per tutte queste ragioni preannuncia sin d'ora un voto di astensione.,87.4332,0.7947,1.0,67.6,Per tutte queste ragioni preannuncia sin d'ora un voto di astensione.,87.4332,0.7947,1.0,67.6
"Dopo l' articolo 316 del codice penale è inserito il seguente : "" Art",Dopo l'articolo 1130 del codice civile è inserito il seguente : « Art,82.5968,0.8089,1.0,78.0,Dopo l'articolo 1130 del codice civile è inserito il seguente : « Art,82.5968,0.8089,1.0,78.0
Le ragioni sono sostanzialmente due .,E le ragioni sono due,69.4444,0.8203,0.6667,40.9,E le ragioni sono due,69.4444,0.8203,0.6667,40.9
"Certo , la strada è terribilmente in salita",la strada è in salita.,100.0,0.9977,1.0,76.0,La strada è anche in leggera salita.,69.881,0.9073,0.25,27.1
« Questo sarebbe un gravissimo errore,Questo è un chiaro errore.,71.1111,0.526,0.0,19.3,Questo è un errore grosso.,69.4444,0.3333,0.0,11.5
"C' è una differenza enorme "" .",c'è una sottile differenza,39.4444,0.8067,0.3333,14.8,C'è una differenza enorme,36.0119,0.8067,0.3333,14.8
Magari sono anche in forma,Ma sono anche in forma.,46.1905,0.526,0.0,19.3,Ma sono anche in forma.,46.1905,0.526,0.0,19.3
"ovviamente , è la mia opinione .",è solo la mia piccola opinione,66.3757,0.8067,0.5,53.7,è solo la mia piccola opinione,66.3757,0.8067,0.5,53.7
"Sospendo pertanto la seduta , che riprenderà alle 18",Sospendo la seduta che riprenderà alle 16.,67.9304,0.8648,0.8333,70.7,Sospendo la seduta che riprenderà alle 16.,67.9304,0.8648,0.8333,70.7
"Oggi , però , il punto vero è un altro »","Il punto è un altro, comunque.",53.5994,0.632,0.4444,32.3,"Il punto è un altro, comunque.",53.5994,0.632,0.4444,32.3
La tecnologia ne è solo uno strumento .,La tecnologia è uno strumento,53.1313,0.8203,0.5714,40.9,La tecnologia è uno strumento,53.1313,0.8203,0.5714,40.9
Puoi dir- ci qualcosa di più a riguardo,Cosa puoi dire al riguardo?,72.7778,0.625,0.25,32.5,Cosa puoi dire al riguardo?,72.7778,0.625,0.25,32.5
"C' è un problema , però .",Qui c'è un altro problema,36.9841,0.6914,0.25,10.4,Qui c'è un altro problema,36.9841,0.6914,0.25,10.4
"Per ulteriori informazioni , telefonare allo 067004932 .",Per informazioni telefonare allo 063230077,81.9444,0.7938,0.75,66.9,Per informazioni telefonare allo 0516480704,81.9444,0.7938,0.75,66.9
La nostra risposta sarebbe stata : no .,« La risposta è no,75.0,0.75,0.4,30.2,La risposta più coerente è no,73.7037,0.7353,0.2857,23.0
Da dove le è venuta l' ispirazione,Da dove viene l'ispirazione?,66.1111,0.4331,0.25,19.4,Da dove viene l'ispirazione?,66.1111,0.4331,0.25,19.4
Innanzitutto non far finta di niente,Non possiamo fare finta di niente.,50.9392,0.6914,0.4,43.5,Non possiamo fare finta di niente.,50.9392,0.6914,0.4,43.5
"All' articolo 9 : il comma 1 è sostituito dal seguente : "" 1",Il comma 1 dell'articolo 2 è sostituito con il seguente : 1.,35.7955,0.4118,0.1,10.3,Il comma 1 dell'articolo 2 è sostituito con il seguente : 1.,35.7955,0.4118,0.1,10.3
E di cosa si tratta,di che cosa si tratta?,94.7619,0.8676,0.8889,84.6,di che cosa si tratta?,94.7619,0.8676,0.8889,84.6
"Presidente , ci sono doppi voti !","Presidente, c'è un doppio voto!",21.4087,0.3188,0.0,10.2,"Presidente, c'è un doppio voto!",21.4087,0.3188,0.0,10.2
"Il soggetto non è originalissimo , certo",Il tema non è originale.,37.1429,0.526,0.0,19.3,Il tema non è originale.,37.1429,0.526,0.0,19.3
"Successivamente , viene posto ai voti e respinto l' emendamento aggiuntivo 5.0.1 .","Posto ai voti, l'emendamento 4. 0. 1 viene respinto",56.4286,0.4032,0.5882,13.5,"Posto ai voti, l'emendamento 4. 0. 1 viene respinto",56.4286,0.4032,0.5882,13.5
Quella fu l' ultima volta che li vidi,Quella fu l'ultima volta che la vidi.,32.5355,0.574,0.8571,23.9,Quella fu l'ultima volta che la vidi.,32.5355,0.574,0.8571,23.9
Il giudizio complessivo è : sufficiente,Il giudizio è quasi sufficiente.,36.1772,0.6464,0.2857,20.5,Il giudizio complessivo è quasi sufficiente.,73.6111,0.8413,0.5,48.9
Forse è proprio questo il punto .,Questo è il vero punto,50.6944,0.2542,0.0,11.5,Questo è il vero punto,50.6944,0.2542,0.0,11.5
"Le cose , invece , non sono così semplici .",Le cose non sono proprio così semplici,54.0278,0.8413,0.6667,30.7,Le cose non sono proprio così semplici,54.0278,0.8413,0.6667,30.7
"No , non lo sarei "" .","No, non poteva essere vero",75.0,0.8067,0.5,38.0,"No, non poteva essere vero",75.0,0.8067,0.5,38.0
""" Anche questo è vero fino a un certo punto",è vero ma fino ad un certo punto.,37.9365,0.7472,0.3333,36.9,è vero ma fino ad un certo punto.,37.9365,0.7472,0.3333,36.9
"La seduta , sospesa alle 17.20 , è ripresa alle 17.30 .",La seduta sospesa alle 11. 20 è ripresa alle 12. 30,70.5395,0.736,1.0,28.0,La seduta sospesa alle 11. 20 è ripresa alle 12. 30,70.5395,0.736,1.0,28.0
( Non ) è questo il punto !,Il punto non è questo!,88.3598,0.8676,0.8571,64.3,Il punto non è questo!,88.3598,0.8676,0.8571,64.3
""" Il punto è un altro",Ma il punto principale è un altro.,81.3889,0.8648,0.6,50.0,Ma il punto principale è un altro.,81.3889,0.8648,0.6,50.0
Per cui la risposta è no .,Comunque la risposta è no,53.8889,0.75,0.3333,39.8,Comunque la risposta è no,53.8889,0.75,0.3333,39.8
Ma c' è anche il rovescio della medaglia,È il rovescio della medaglia.,63.7464,0.6769,0.6667,46.1,È il rovescio della medaglia.,63.7464,0.6769,0.6667,46.1
"Sui restanti emendamenti , esprime , infine , parere contrario",Esprime infine parere contrario sui restanti emendamenti.,74.359,0.8939,0.5455,16.5,Esprime infine parere contrario sui restanti emendamenti.,74.359,0.8939,0.5455,16.5
Ora quali sono gli obiettivi,Quali sono i suoi obiettivi principali?,75.1323,0.7311,0.4444,27.8,Quali sono i suoi obiettivi principali?,75.1323,0.7311,0.4444,27.8
Anche tale tesi non può essere accolta,Tale tesi non può essere accolta.,84.3482,0.8552,0.8,80.9,Tale tesi non può essere accolta.,84.3482,0.8552,0.8,80.9
"Il condizionale , comunque , è d' obbligo .",( Il condizionale è d'obbligo,52.6786,0.4991,1.0,39.8,( Il condizionale è d'obbligo,52.6786,0.4991,1.0,39.8
"Ma le cose stanno proprio così """,Eppure le cose stanno proprio così.,67.6816,0.8552,0.8,80.9,Eppure le cose stanno proprio così.,67.6816,0.8552,0.8,80.9
"Tanto , si sa come vanno queste cose",Ma si sa come vanno queste cose.,64.3813,0.8294,0.5455,25.8,Ma si sa come vanno queste cose.,64.3813,0.8294,0.5455,25.8
Il resto si può facilmente immaginare,Il resto può essere immaginare.,59.4907,0.4276,0.1818,7.0,Il resto può essere immaginare.,59.4907,0.4276,0.1818,7.0
""" I tempi , ora , sono cambiati .",""" I tempi sono cambiati",65.2778,0.6727,0.75,32.6,""" I tempi sono cambiati",65.2778,0.6727,0.75,32.6
E così il quadro sarebbe davvero completo .,Il quadro è così completo,67.7778,0.892,0.3333,23.6,Il quadro è così completo,67.7778,0.892,0.3333,23.6
"Rinvia , quindi , il seguito dell' esame .",Rinvia infine il seguito dell'esame,31.9048,0.2972,0.5,13.0,Rinvia infine il seguito dell'esame,31.9048,0.2972,0.5,13.0
"è , ovviamente una provocazione .",« È stata una provocazione,65.0,0.375,0.3333,21.4,« È stata una provocazione,65.0,0.375,0.3333,21.4
"La seduta è tolta ( ore 12,30 )","La seduta è tolta alle ore 11, 30.",80.8333,0.8437,0.6667,53.7,"La seduta è tolta alle ore 11, 30.",80.8333,0.8437,0.6667,53.7
articolo 119 della Costituzione sostituito dal seguente :,"L'articolo 114 della Costituzione è sostituito dal seguente : "" Art. 114.",81.3243,0.6941,0.6667,64.5,"L'articolo 114 della Costituzione è sostituito dal seguente : "" Art. 114.",81.3243,0.6941,0.6667,64.5
"Posto ai voti , è approvato l' articolo 2 .",Posto ai voti viene approvato l'articolo 19,37.013,0.4261,0.6154,22.8,Posto ai voti è approvato l'articolo 18,53.2738,0.5659,0.8333,53.3
"Nell' attesa di un cortese , urgente , riscontro , distinti saluti",Nell'attesa di un riscontro porgiamo distinti saluti.,77.7104,0.7854,0.8571,74.2,Nell'attesa di un riscontro porgiamo distinti saluti.,77.7104,0.7854,0.8571,74.2
Adesso però i nodi vengono al pettine,Tutti i nodi vengono al pettine.,83.3333,0.8552,0.8,80.9,E così tutti i nodi vengono al pettine.,80.5556,0.9609,0.6667,61.0
C' era veramente un equivoco .,Ma tutto questo è un equivoco,66.6667,0.3676,0.25,16.2,Ma tutto questo è un equivoco,66.6667,0.3676,0.25,16.2
Poi questa è una mia opinione .,La mia era una opinione,53.6706,0.2206,0.0,9.4,La mia era una opinione,53.6706,0.2206,0.0,9.4
"Si vedrà , come andrà a finire","Vedremo come andrà a finire "".",60.119,0.6914,0.25,43.5,"Vedremo come andrà a finire "".",60.119,0.6914,0.25,43.5
Complessivamente il candidato è meritevole di essere preso in considerazione ai fini della presente valutazione comparativa,Il candidato può essere certamente preso in considerazione ai fini della presente valutazione comparativa.,56.1774,0.7473,0.5217,36.2,Il candidato può essere certamente preso in considerazione ai fini della presente valutazione comparativa.,56.1774,0.7473,0.5217,36.2
Però c' era un problema .,Ci sono però alcuni problemi,53.3333,0.0,0.0,5.3,C'è un altro problema aperto,62.9167,0.7934,0.2857,12.7
Ovviamente questa è solo una opinione tra tante,Questa è una sua opinione.,77.0833,0.8067,0.3333,38.0,Questa è una sua opinione.,77.0833,0.8067,0.3333,38.0
Non dovrebbe essere un problema .,Non siamo più un problema,66.6667,0.4331,0.25,17.5,Non siamo più un problema,66.6667,0.4331,0.25,17.5
Ma non ci si faccia troppe illusioni .,Ma non dobbiamo far - ci troppe illusioni,62.963,0.5091,0.3636,13.1,Ma non dobbiamo far - ci troppe illusioni,62.963,0.5091,0.3636,13.1
Complessivamente sono stati controllati 328 veicoli e 457 persone .,In tutto sono stati controllati 50 veicoli e 77 persone,78.373,0.7789,0.5556,46.7,In tutto sono stati controllati 50 veicoli e 77 persone,78.373,0.7789,0.5556,46.7
"I problemi , tuttavia , sono molti",I problemi ovviamente sono molti.,68.4127,0.625,0.25,23.0,I problemi ovviamente sono molti.,68.4127,0.625,0.25,23.0
Ma questa è una storia diversa ),Questa è una storia vera.,70.8333,0.8067,0.6667,53.7,Questa è una storia vera.,70.8333,0.8067,0.6667,53.7
Quali sono le conseguenze di ciò ?,Ma quali sono le conseguenze,44.6429,0.5111,0.25,21.4,Ma quali sono le conseguenze,44.6429,0.5111,0.25,21.4
"Il ricorso è infondato e , come tale , deve essere rigettato , con conseguente condanna del ricorrente al pagamento delle ulteriori spese processuali .",Il ricorso è infondato e deve essere rigettato al termine delle spese del giudizio,30.6557,0.4591,0.2143,8.8,Il ricorso è infondato e deve essere rigettato al termine delle spese del giudizio,30.6557,0.4591,0.2143,8.8
Fino a qualche anno fa c' erano .,Era così fino a qualche anno fa,100.0,0.9985,1.0,100.0,Era così fino a qualche anno fa,100.0,0.9985,1.0,100.0
Non sempre é stato così,Non era stato sempre così.,82.7778,0.8067,0.5714,53.7,Non era stato sempre così.,82.7778,0.8067,0.5714,53.7
Ma in cosa consiste precisamente ?,Ma in che cosa consiste esattamente,92.6984,0.9765,0.8889,76.0,Ma in che cosa consiste esattamente,92.6984,0.9765,0.8889,76.0
"Ma non è il caso , oggi .",Ma tale non è il caso,41.9907,0.6189,0.25,19.3,Ma tale non è il caso,41.9907,0.6189,0.25,19.3
"Così deciso in Roma , nella Camera di Consiglio , il 25 giugno 2003",Così deciso in Roma nella Camera di Consiglio del 25 giugno 2002.,81.1173,0.8376,0.7273,68.1,Così deciso in Roma nella Camera di Consiglio del 25 giugno 2002.,81.1173,0.8376,0.7273,68.1
La strada è lunga » .,La strada è ancora lunga,63.254,0.75,0.5714,30.2,La strada è ancora lunga,63.254,0.75,0.5714,30.2
Continueranno a far- lo assieme .,Dobbiamo continuare a far - lo,45.9921,0.5011,0.75,18.0,Dobbiamo continuare a far - lo,45.9921,0.5011,0.75,18.0
