Normal,Simple,SARI,METEOR,ROUGE_F,BLEU,SPEARMAN_CORRELATION,PEARSON_CORRELATION
C' è un' altra considerazione da fare,Piuttosto c'è da fare un'altra considerazione,39.1667,0.6476,1.0,13.8,0,0
"Dolignon è un comune del dipartimento dell'Aisne, in Piccardia, nel nord della Francia","dolignon è un comune. Si trova nella regione Picardie, nel dipartimento dell'Aisne, nel nord della Francia",100.0,0.9999,1.0,94.3,0,0
La mia domanda però è un' altra,Un'altra domanda è la seguente,70.5952,0.5836,1.0,54.8,0,0
"La Commissione prosegue la discussione congiunta , rinviata nella seduta del 16 marzo 2005",La Commissione prosegue la discussione rinviata nella seduta del 16 marzo 2005,73.1827,0.9139,0.8182,73.5,0,0
Nella comunità nera si è parlato di organizzare una cena da Paschal,La comunità nera voleva cenare da Paschal,100.0,0.9985,1.0,100.0,0,0
Si possono fare cose molto diverse,Si possono fare diverse cose,65.7407,0.75,0.5,23.6,0,0
"Dopo l' articolo 11 , è inserito il seguente : « Art",Dopo l'articolo 11 inserire il seguente : Art,63.4325,0.706,1.0,62.4,0,0
Il giudizio non fu pienamente positivo,E il giudizio può non esser facilissimo,100.0,0.9985,1.0,100.0,0,0
"Alcuni più riusciti , altri meno","Alcuni più bravi, altri meno",38.6111,0.7353,0.5,23.0,0,0
La situazione non è questa,Certo la situazione bella non è,46.4286,0.1961,0.0,8.1,0,0
Quali dovrebbero essere i passi successivi,Quali sono i passi successivi,92.2222,0.8441,0.8889,54.8,0,0
"Bronstein insinuò che i funzionari sovietici gli fecero pressioni affinché perdesse nella partita del campionato del mondo del 1951, in modo che Botvinnik mantenesse il titolo, ma i commenti del secondo di Botvinnik, Salo Flohr, e le annotazioni dello stesso Botvinnik alla critica 23ª partita indicano che Botvinnik non era a conoscenza di tale complotto","Nel 2007, i funzionari sovietici gli chiedono che i funzionari del Comitato del mondo avessero pressioni sulla partita del 2001, ma i commenti del secondo di Botvinsky non erano a conoscenza del secondo motivo, e le annotazioni dello stesso giornale, formulate da quel punto",34.5818,0.0802,0.0,1.1,0,0
Non facciamo- ci illusioni,Non dobbiamo far - ci soverchie illusioni,70.5628,0.5174,0.6,15.6,0,0
Questa è per me una cosa molto reale,per me è una cosa incomprensibile,66.2698,0.7433,0.25,19.3,0,0
"Ha detto che ogni volta che muore una persona, si trasmette il messaggio di quanto siano pericolose queste imprese",Dice che la morte di una persona dimostra quanto siano pericolose queste imprese,45.7236,0.5245,0.2727,11.1,0,0
"MOTIVI DELLA DECISIONE Il ricorso è fondato e va , pertanto , accolto",MOTIVI DELLA DECISIONE Il ricorso è fondato e va accolto,80.9406,0.8994,0.875,88.0,0,0
Ma questa non è una cosa definitiva,Ma non è stata una cosa facile,45.9921,0.7934,0.4444,30.7,0,0
Come posso trovare un libro su 365Bookmark,Come trovare un libro su 365,23.1481,0.1667,0.0,9.7,0,0
Quello è stato uno degli errori decisivi,È stato un grave errore,77.7778,0.75,0.3333,23.6,0,0
MA LE COSE NON CAMBIANO,Ma la cosa non cambia,4.7619,0.2,0.0,12.7,0,0
E stata una rivelazione per me,Per me è stata una vera sorpresa,53.4722,0.4915,0.2222,7.8,0,0
Di chi sarà mai la colpa,E la colpa di chi è,61.1111,0.3125,0.2222,8.1,0,0
Ma c' è sempre l' eccezione che conferma la regola,Ma è la classica eccezione che conferma la regola,100.0,0.9993,1.0,100.0,0,0
Questa è tutt' altra cosa,Questa è un'altra cosa,55.754,0.4406,1.0,27.5,0,0
Gli ebrei non possono nemmeno andare a casa di cristiani,Gli ebrei non possono andare a casa di cristiani,34.93,0.9041,0.8235,66.9,0,0
anche questa è un' altra ipotesi valida,Questa è una mia sola ipotesi,100.0,0.9977,1.0,100.0,0,0
In più è mio amico,È un mio grande amico,62.5,0.122,0.0,5.3,0,0
"Non è questo , comunque , il problema",Il vero problema non è questo,52.5,0.7294,0.0,18.0,0,0
Per ulteriori informazioni rivolger- si all' U.O,Per maggiori informazioni ci si può rivolgere all'U. O,43.8797,0.7782,0.7778,42.3,0,0
La lista potrebbe essere molto lunga,La lista è lunga e drammatica,90.2778,0.83,0.75,76.0,0,0
La partita comunque è solo all' inizio,La partita è agli inizi,62.0833,0.4991,0.3333,39.8,0,0
Anzi è esattamente il contrario,Anzi è stato il contrario,66.6667,0.75,0.3333,30.2,0,0
Quali sarebbero le conseguenze pratiche,Ma quali saranno le conseguenze,66.6667,0.5111,0.25,23.6,0,0
"Qual è , allora , il problema","Allora, quale è il problema",61.1111,0.6464,0.3333,32.5,0,0
Il problema è però quello dei tempi,Il problema sono però i tempi,77.0833,0.8519,0.4,25.4,0,0
"Il suo sapore è secco , acidulo , delicato e leggermente frizzante",Il sapore è acidulo e gradevole,67.7778,0.625,0.25,32.5,0,0
Non è proprio una novità,Non è questo certo una novità,100.0,0.9977,1.0,100.0,0,0
E questo è davvero un paradosso,È un pò un paradosso,100.0,0.996,1.0,100.0,0,0
Ma la risposta è la stessa di sopra,La mia risposta è la seguente,38.3796,0.7353,0.2857,32.5,0,0
"Ah , ecco , certo , come ho fatto a non capir- lo subito",Ma come ho fatto a non capire,50.8135,0.7114,0.6667,41.1,0,0
"Progressi ne sono stati fatti , dunque",Molti passi ne sono stati fatti,48.9947,0.7782,0.6667,50.8,0,0
Il nome moderno ``Francia'' deriva dal nome del dominio feudale dei re capetingi di Francia intorno a Parigi,Il nome moderno ` ` francesi'' deriva dal nome del dominio feudai di Parigi intorno a Parigi,26.1692,0.6278,0.4286,36.0,0,0
"Ed è , soprattutto , una notizia",Ed è una buona notizia,100.0,0.996,1.0,100.0,0,0
Vi ringrazio per l' attenzione e saluto distintamente,Ringrazio per l'attenzione e saluto,25.0397,0.5515,1.0,24.7,0,0
"Infine , cuocete- le in forno caldo per circa 5 minuti a 250",Cuocere in forno caldo a 180° per 5 minuti,47.031,0.7052,0.375,24.3,0,0
Si metta in contatto con le università degli studi,Devi metter - ti in contatto con le università degli studi,68.7332,0.803,0.8421,48.3,0,0
Anche questo sarebbe un grande bene,E questo è stato un bene,57.8836,0.526,0.2222,19.3,0,0
"Invece di arrivare giù fino alla vita, i capelli di Clara ora arrivavano solamente fino alle spalle","Invece di arrivare alla vita, i capelli di Clara fino alla sua spalle",20.0564,0.4538,0.4286,12.4,0,0
Il giudizio collegiale complessivo della commissione è molto buono,Il giudizio della commissione è buono,34.7436,0.7014,0.4444,32.2,0,0
è una domanda : ne vale ancora la pena,La domanda è : ne vale la pena,84.3434,0.8919,0.7273,76.7,0,0
"Propone , conclusivamente , di esprimere parere favorevole",Propone infine di esprimere un parere favorevole,73.6658,0.7454,0.6667,53.3,0,0
"Ma questa , naturalmente , è tutta un' altra storia",Ma la storia è tutt'altra,24.1237,0.1471,0.0,10.4,0,0
A questo punto la ... domanda sorge spontanea : perché tutto questo,A questo punto la domanda sorge spontanea,46.5377,0.6344,0.5333,20.3,0,0
Il giudizio è complessivamente : ottimo,Complessivamente il giudizio è ottimo,57.963,0.75,0.3333,30.2,0,0
"Qui , invece , non c' è molto tempo",Non c'è più molto tempo,45.1786,0.6692,0.4,11.7,0,0
C' è però un ostacolo,Ma ci sono altri ostacoli,100.0,0.996,1.0,100.0,0,0
Dove sta il problema quindi,Dove sta il tuo problema,44.6429,0.3,0.0,12.7,0,0
"articolo 3 , comma 122 , della legge 24 dicembre 2003 , n. 350 , è sostituito dal seguente",Il comma 3 dell'articolo 24 della legge n. 2003 del 350 dicembre 350 è sostituito dal seguente : « 350,76.0939,0.7392,0.5882,50.9,0,0
Si trova nelle zone temperate e tropicali,Si trova nelle zone temperate,13.0051,0.2373,0.2105,3.6,0,0
Quando Ida e Simo arrivarono finalmente al campeggio si precipitarono fuori dalla macchina,"Quando Ida e Simo arrivarono al campeggio, arrivarono fuori dalla macchina",46.5765,0.8067,0.6667,46.6,0,0
La ringrazio anticipatamente per la sua attenzione,La ringrazio per la sua gentile attenzione,100.0,0.9985,1.0,100.0,0,0
"articolo 7 , inserire il seguente : « Art","Dopo l'articolo 7, è inserito il seguente : Art",75.6151,0.7146,1.0,55.6,0,0
"La posta in gioco è , quindi , alta e chiara",La posta in gioco era alta,55.0361,0.7014,0.6,45.5,0,0
"Ecco , questo è il mio sogno",è solo il mio sogno,59.213,0.6356,0.5714,35.0,0,0
Questo sarebbe un gravissimo errore,È stato un tragico errore,65.5556,0.3,0.0,12.7,0,0
Complessivamente sono stati controllati 328 veicoli e 457 persone,In tutto sono stati controllati 328 veicoli e 457 persone,100.0,0.9995,1.0,100.0,0,0
"Conseguentemente , sostituire l' articolo 44 , con il seguente : « Art","L'articolo 44, viene sostituito dal seguente : Art",41.7584,0.4464,0.7143,23.7,0,0
"Accertata la presenza del prescritto numero di senatori , la Commissione approva , infine , il parere di nulla osta proposto dal relatore","Accerta la presenza del prescritto numero di senatori, la Commissione approva il parere proposto dal relatore",97.9167,0.9999,1.0,100.0,0,0
"Dopo la bocca, gli fece il mento, poi il collo, le spalle, lo stomaco, le braccia e le mani","Dopo la bocca, gli fa il naso, il collo e le spalle",29.3111,0.4523,0.4,15.1,0,0
Non è stata però un' impresa facile,Non è mica un'impresa facile,54.4841,0.3178,0.2857,21.4,0,0
"Parla maltese , italiano , inglese e francese",Parlo bene italiano e inglese,66.3405,0.1948,0.4,21.8,0,0
Il locale è sobriamente elegante,Il locale è moderno ed elegante,73.6111,0.8067,0.5,38.0,0,0
Per il resto non saprei,E per il resto non so,61.3889,0.8067,0.8889,23.0,0,0
Questa è una questione di principio,Ormai è una questione di principio,39.5833,0.25,0.0,10.7,0,0
E proprio qui sta il problema,Tutto il problema sta qui,100.0,0.996,1.0,100.0,0,0
L' attività didattica è di lunga durata e ben documentata,L'attività didattica è pertinente e di lunga durata,62.1506,0.6009,0.5333,32.0,0,0
La situazione si è molto complicata,La situazione è gravissima,65.3373,0.6009,0.4,46.3,0,0
"è troppo "" strano","è strano, strano",100.0,0.9922,1.0,100.0,0,0
Non puoi dire sul serio,Non puoi dire sul serio,100.0,0.996,1.0,100.0,0,0
I processi sono ancora in corso,Il processo è già in corso,55.9722,0.6464,0.2222,20.5,0,0
Come si potrebbe risolvere la questione,Come si può risolvere questa questione,55.5556,0.5011,0.2222,18.0,0,0
Comunque anche questo non è un grosso problema,non è un mio problema,66.6667,0.75,0.3333,23.6,0,0
Ci sono ancora dei problemi,Ci sono stati dei problemi,36.8056,0.5111,0.25,23.6,0,0
"Ribadisce , pertanto , la sua proposta di parere favorevole",Ribadisce infine la proposta di parere favorevole,66.6667,0.712,0.4615,39.4,0,0
"Si passa , quindi , all' esame di emendamenti volti ad aggiungere articoli aggiuntivi dopo l' articolo 11",Si passa quindi all'esame un emendamento volto ad aggiungere ulteriori articoli dopo l'articolo 11,46.4005,0.5068,0.7097,30.3,0,0
"La maggior parte della regione è governata dalla Repubblica del Nagorno-Karabakh, uno Stato indipendente de facto e non riconosciuto, istituito sulla base dell'Oblast' autonoma del Nagorno-Karabakh all'interno della RSS dell'Azerbaigian dell'Unione Sovietica. Il territorio è internazionalmente riconosciuto come parte dell'Azerbaigian, che non esercita il potere sulla maggior parte della regione dal 1991","La maggior parte della regione è governata dalla Repubblica del Nagorno - Karabakh, uno Stato indipendente dal governo della Turchia",33.7488,0.119,0.0833,2.2,0,0
D'altra parte si dimostra che l'assorbimento umano di tali sostanze nelle vicinanze di un inceneritore è trascurabile,D'altra parte si dimostra che l'effetto umano di tali sostanza nelle vicinanze di un inceneritore è trascurabile,25.8212,0.7157,0.5882,44.4,0,0
E questo non è che l' inizio,Non fu che l'inizio,16.1111,0.1493,0.5,9.7,0,0
Laureato in Medicina e Chirurgia nel 1973,Laurea in Medicina Chirurgia nel 1973,100.0,0.9977,1.0,100.0,0,0
"Ma questa , ovviamente , è solo la mia modesta opinione",è solo la mia piccola opinione,100.0,0.9977,1.0,100.0,0,0
Come è possibile una cosa del genere,è concepibile una cosa del genere,66.6667,0.8067,0.75,53.7,0,0
Questo è un altro dato di fatto,È un dato di fatto,50.5952,0.3178,0.25,17.5,0,0
"Certamente , ma è vero anche il contrario",Ma è vero il contrario,65.2778,0.6727,0.6667,54.8,0,0
"Certo , perchè tutti i nodi vengono al pettine",Adesso i nodi vengono al pettine,53.7927,0.7217,0.7273,64.3,0,0
Oggi il sito web del Times è uno dei più visitati siti giornalistici ed è il primo quotidiano online con sede negli USA (31 milioni di utenti al mese censiti a marzo 2009,Oggi il sito web del giornale è uno dei più più diffusi siti internet ed è il primo quotidiano italiano con sede negli Stati Uniti,19.0583,0.5196,0.4074,25.7,0,0
Ci sono anche dei problemi ovviamente,C'è anche un altro problema,34.5833,0.0962,0.0,10.7,0,0
Non è un film autobiografico,Non è un un film commerciale,100.0,0.9977,1.0,100.0,0,0
"La guerra , quindi , c' è",La guerra c'è stata,59.4444,0.8535,0.5714,11.5,0,0
"Per l' adempimento dei propri compiti la Commissione pur avvaler- si della collaborazione di tutte le amministrazioni dello Stato , anche ad ordinamento autonomo , degli enti pubblici , delle regioni e degli enti locali","Per l'adempimento dei propri compiti la Commissione può avvaler - si della collaborazione di tutte le amministrazioni dello Stato, anche ad ordinamento interno, delle regioni e degli Stati locali",36.2134,0.7039,0.7667,54.1,0,0
E quindi che cosa dovremmo fare,E quindi che cosa fare,65.7407,0.7938,0.75,66.9,0,0
Le indagini di Roux sono state condotte principalmente sulle uova di rana per ricercare le prime strutture dello sviluppo degli anfibi,Le indagini di Roux sono state svolte principalmente sulle uova di Rana per ricerca delle prime strutture di zoologia,21.6856,0.6103,0.5789,37.5,0,0
Ma questa è una storia diversa,Ma questa è una storia vera,46.2963,0.625,0.25,18.0,0,0
"Spese ed onorari di giudizio possono , tuttavia , essere compensati tra le parti",Compensa integralmente tra le parti le spese e gli onorari del giudizio,69.4945,0.7504,0.6667,41.2,0,0
Dove potrei trovare ulteriori informazioni,Dove posso trovare più informazioni,37.6984,0.2542,0.0,11.5,0,0
"Infine , il comma 7 è sostituito dal seguente : "" 7","Il comma 7 è sostituito dal seguente "" 7",44.8873,0.2778,0.3333,10.6,0,0
"Conseguentemente , sostituire l' articolo 3 con il seguente : « Art","L'articolo 3, viene sostituito dal seguente : Art",63.9225,0.6406,0.7692,45.9,0,0
"Ma c' è una cosa , importante",Ma una cosa è chiara,85.0794,0.8203,0.5714,57.9,0,0
Vorrei far- ti una domanda,Volevo far - le solo una domanda,68.75,0.4915,0.2222,14.5,0,0
"Il punto , però , è un altro",Il punto forte è un altro,55.7407,0.625,0.4444,18.0,0,0
"L' attività didattica , solo parzialmente pertinente , è prolungata","L'attività didattica è prolungata, ampia e pertinente",54.9726,0.605,0.7273,25.8,0,0
I dati si riferiscono al 2004,I dati sono riferiti al 2004,100.0,0.9977,1.0,100.0,0,0
Ma i passi da fare sono ancora molti,Molto passo è ancora da fare,44.5833,0.3276,0.1818,12.9,0,0
Vorrei però chiedere una cosa,Volevo chieder - le una cosa,66.6667,0.3676,0.25,16.2,0,0
FORTE : Questa è una buona domanda,È una buona domanda,62.963,0.6843,0.8,36.1,0,0
"Salve , avrei bisogno di un vostro aiuto",Abbiamo bisogno del vostro aiuto,86.1111,0.7938,0.75,66.9,0,0
"articolo 8 , inserire il seguente : « Art",Dopo l'articolo 8 inserire i seguenti : « Art,31.25,0.1709,0.4286,5.4,0,0
Anche questo non è un risultato da poco,Non è un risultato da poco,48.0952,0.7353,0.2857,32.5,0,0
In questo caso il notificante pur fare riferimento ai dati forniti in notifiche precedenti o ai risultati relativi ad emissioni precedenti,"In questo caso, il notificante può fare riferimento ai dati forniti in notifiche precedenti o ai risultati relativi ad emissioni precedenti",77.5552,0.9948,1.0,87.3,0,0
"Oggi , tuttavia , la situazione è cambiata",Ma oggi la situazione è cambiata,48.3333,0.8745,0.2857,19.3,0,0
"Ma , cosa dice un altro salmo",Ma che dice un altro salmo,90.7407,0.9765,0.8889,50.8,0,0
Ora tutto è più facile,Tutto è più delicato e facile,45.8333,0.2899,0.2222,9.0,0,0
"C' è un prezzo da pagare , però",Ma c'è sempre un piccolo prezzo da pagare,28.9286,0.9212,0.3636,22.1,0,0
"La pasticceria era di una donna molto sorridente di nome Clara, che era una fanatica dei dolci","La pasticceria era di nome Clara, che era una dei dolci più famosi",31.8703,0.6692,0.5714,43.1,0,0
La risposta è ancora no,La risposta è stata no,100.0,0.996,1.0,100.0,0,0
Sempre che ne valga la pena,Ne vale certamente la pena,68.1151,0.5515,0.4,15.8,0,0
Potrebbe non essere una buona idea,Non fu una una buona idea,66.6667,0.431,0.3333,18.3,0,0
"La Commissione procede , quindi , alla nomina di un Comitato ristretto",La Commissione procede alla nomina di un Comitato ristretto,100.0,0.9993,1.0,100.0,0,0
"Sostituire l' articolo 33 , con il seguente : "" Art",Sostituire l'articolo 33 con il seguente : « Art,52.2983,0.6792,1.0,48.5,0,0
"Invece , incredibilmente , accade esattamente il contrario","Ebbene, è accaduto esattamente il contrario",44.7222,0.5662,0.5,24.4,0,0
C' è una persona che ci aspetta,C'è una sola persona che dobbiamo aspettar - ci,50.0,0.3453,0.0,4.8,0,0
"La situazione , tuttavia , è sotto controllo",La situazione monetaria è sotto controllo,53.2407,0.526,0.25,19.3,0,0
All' udienza del 12 novembre 2002 la causa stata trattenuta in decisione,All'udienza del 12 novembre 2002 la causa è stata trattenuta per la decisione,35.9217,0.5403,0.6087,40.9,0,0
Stavolta però c' erano delle differenze,Vi sono però alcune differenze,69.0476,0.2542,0.0,11.5,0,0
La responsabilità è tutta del governo,La responsabilità è del governo,63.6111,0.8203,0.5714,40.9,0,0
Ma la strada da fare è ancora lunga,La strada da fare è ancora molta,100.0,0.9985,1.0,100.0,0,0
"Si , sono d' accordo",Si può essere d'accordo,63.4722,0.5077,1.0,46.3,0,0
"E ancora : "" Proprio questo è il punto",E forse il punto è proprio questo,70.1419,0.7934,0.4444,30.7,0,0
Ma la cosa più sorprendente è un' altra,La cosa è più seria,56.0185,0.3758,0.0,15.8,0,0
"Rinvia , quindi , del seguito dell' esame ad altra seduta",Rinvia ad altra seduta il seguito dell'esame,57.7967,0.499,0.6667,19.7,0,0
Parere favorevole con osservazioni ) Si riprende l' esame sospeso nella seduta 21 novembre scorso,Parere favorevole con osservazioni ) Riprende l'esame sospeso nella seduta pomeridiana dell'21 novembre scorso,44.4256,0.6891,0.8148,45.1,0,0
È solo un bambino,Ma ero solo un bambino,19.3651,0.5889,0.5714,39.8,0,0
"Sussistono , tuttavia , giusti motivi per compensare interamente tra le parti le spese del presente grado di giudizio",Sussistono giusti motivi per compensare integralmente tra le parti le spese di entrambi i gradi di giudizio,47.3909,0.7833,0.6,46.2,0,0
7 ) Sono laureato in giurisprudenza,7 Sono laureata in giurisprudenza,29.6296,0.535,0.2222,20.8,0,0
ma che razza di posto è questo,Che razza di posto è questo,100.0,0.9977,1.0,100.0,0,0
Non arriveremmo da nessuna parte,Ma così non arriveremo da nessuna parte,66.6667,0.6148,0.3636,26.3,0,0
Qui di seguito ne riportiamo i punti salienti,Ne riportiamo di seguito i punti principali,32.2619,0.7311,0.3636,15.6,0,0
Vediamo come andrà a finire,Vediamo come andrà a finire,60.1058,0.6727,0.6667,54.8,0,0
abrogata ogni altra disposizione incompatibile con le norme del presente decreto,è abrogata ogni altra disposizione incompatibile con le norme del presente decreto,100.0,0.9997,1.0,90.4,0,0
"Il bello , però , dovrà ancora venire",Il bello però deve ancora venire,47.7778,0.7353,0.4444,23.0,0,0
L' anno prossimo si vedrà,L'anno prossimo l'anno vedrà,47.9167,0.1724,0.0,11.5,0,0
Quali sono le ragioni della scelta,Quali sono le ragioni di questa scelta,70.9722,0.8757,0.7692,61.3,0,0
Questa è una guerra,Questa è una guerra immorale,66.6667,0.7938,0.6667,66.9,0,0
naturalmente questa è solo una goccia in un oceano,Ma erano gocce in un oceano,23.9087,0.1042,0.0,5.9,0,0
"Posto ai voti , è approvato l' articolo 2",L'articolo 2 viene posto ai voti e approvato,28.4936,0.5011,0.5714,13.1,0,0
"Beh , comunque questa è solo la mia discutibile opinione",Però questa è solo la mia misera opinione personale,60.2742,0.7683,0.3636,31.6,0,0
"Ai richiedenti residenti nelle vie della Circoscrizione di Gardolo riportate nel prospetto allegato, verrà attribuito in automatico come nido di prima scelta oltre al nido Aquilone anche il nido di Lavis","Ai richiedenti residenti nelle vie della Circoscrizione di Gardolo riportato nel prospetto allegato, verrà attribuito in automatico come nido di prima scelta oltre al nido di Lavis anche il nido di LAvis",32.878,0.8939,0.7869,73.5,0,0
"C' è un problema , tuttavia",C'è un piccolo problema,22.7778,0.7014,0.2857,11.5,0,0
È evidentemente una questione di gusti,ma è una questione i gusti,36.2963,0.7353,0.2857,32.5,0,0
La legge non dovrebbe essere uguale per tutti,o la legge NON è uguale per tutti,89.3056,0.8737,0.8333,41.1,0,0
Comunque questo sarebbe il primo passo,È solo il primo passo,57.9365,0.5515,0.25,15.8,0,0
Ma anche questa non è una grande scoperta,Non è una nostra scoperta originale,38.3796,0.7353,0.2857,32.5,0,0
"articolo 42 , inserire il seguente : « Art","Dopo l'articolo 42, è inserito il seguente : Art",25.7672,0.4689,0.7143,18.6,0,0
"Le elezioni presidenziali degli Stati Uniti del 1980 videro sfidarsi il democratico in carica Jimmy Carter e il suo avversario repubblicano Ronald Reagan, oltre al deputato repubblicano John B. Anderson, che si candidò come indipendente","Le elezioni presidenziali degli Stati Uniti del 1980 videro sfidarsi il democratico democratico Jimmy Kimmel e il suo candidato repubblicano John B. Fox, che si candida come indipendente dal candidato democratico John Buger",33.0809,0.2971,0.1356,7.6,0,0
"E infine , qual era la questione",E quale fu la questione,61.8056,0.5111,0.2857,21.4,0,0
"Questa è stata , francamente una sorpresa",è stata una vera sorpresa,69.7222,0.9146,0.4,23.6,0,0
E allora c' era una sola cosa da fare,C'è una sola cosa da fare,41.4286,0.3024,0.2,16.2,0,0
"È una questione di cultura , innanzitutto",È una questione di cultura,100.0,0.996,1.0,66.9,0,0
Questo vale per la musica,Questo può valere anche per la musica,31.5741,0.4509,0.1667,14.5,0,0
I guanti indossati dai giocatori di hockey su ghiaccio sono di tre tipi,I guanti di hockey su ghiaccio sono di tre tipi,18.2084,0.5952,0.4,27.5,0,0
"Le cose , purtroppo , stanno così",Tuttavia le cose stanno così,69.0476,0.6356,0.4444,35.0,0,0
"La Commissione prosegue l' esame del provvedimento , rinviato da ultimo nella seduta del 30 novembre 1999",La Commissione prosegue l'esame del provvedimento rinviato nella seduta del 30 novembre 1999,47.614,0.6838,0.8462,44.1,0,0
c' è solo una possibilità,Ma ci sono altre possibilità,50.6944,0.2,0.0,12.7,0,0
"Ovviamente , dipende da quello che si vuol fare",Ovviamente dipende da quello che vuoi fare,59.6429,0.4709,0.4615,22.8,0,0
I fatti dovrebbero essere questi,Adesso il fatto è questo,89.3056,0.7938,0.6667,66.9,0,0
La caccia alla lepre è consentita dal 19 settembre al 30 dicembre 2004,La caccia alla lepre è consentita dal 19 settembre al 30 dicembre 2004,61.2795,0.9295,0.7826,48.8,0,0
"Sull' ordine dei lavori è intervenuto , quindi , l' on",Sull'ordine dei lavori è intervenuto l'on,40.2778,0.4134,1.0,36.4,0,0
Non puoi far- ci niente,Non potevamo fare assolutamente niente,100.0,0.996,1.0,100.0,0,0
Il giudizio è pertanto nettamente positivo,Positivo è il mio giudizio,68.7698,0.7559,0.5714,19.4,0,0
"Non è così , o meglio : così non dev' essere","Non è così, non può essere così",57.9762,0.8779,0.8,24.4,0,0
Ma non è neanche questo il punto,Ma non è il punto,100.0,0.996,1.0,100.0,0,0
Lo sai che non era vero,Ma so che non è vero,78.836,0.5752,0.4444,43.0,0,0
"In alternativa, quando viene concessa una Licenza Reale per un trasferimento di armi, il cambiamento del cognome del cessionario in quello del cedente può essere consentito dalla Licenza stessa, senza bisogno di un atto notarile","In alternativa, quando viene concessi una Licenza reale per un trasferimento di armi, il cambiamento del numero del cedente può essere consentito dalla Licenzia stessa, senza bisogno di un atto notarile",32.9368,0.5913,0.3793,22.5,0,0
E anche questo non è cosa da poco,E questa non è l'unica cosa,44.1667,0.4574,0.0,16.3,0,0
"Che non è mica roba da poco , anzi",Non è roba da mezz'omm,67.8836,0.7938,0.5714,66.9,0,0
Il cuore mi batteva a mille,Il cuore le batteva a mille,66.6667,0.949,0.6667,38.0,0,0
E questa è un' altra tipica anomalia italiana,è un'altra anomalia italiana,55.5952,0.3233,0.8571,24.9,0,0
Non sarebbe una grande conquista,Non è una nostra conquista,76.0847,0.6356,0.2857,35.0,0,0
"La seduta è tolta ( ore 12,30","La seduta è tolta alle ore 19, 30",81.9444,0.8314,0.6667,58.7,0,0
"Anzi , sono contrario ad entrambe","Anzi, fu il contrario",73.6111,0.75,0.4,30.2,0,0
ma ha dell' incredibile,Ma ha dell'incredibile,24.1667,0.0877,0.5714,0.0,0,0
Cosa si può fare a questo punto,Cosa posso fare a questo punto,66.6667,0.8067,0.6,53.7,0,0
"Conseguentemente , sopprimere l' articolo 3",Conseguentemente l'articolo 3 è soppresso,51.8452,0.5515,1.0,35.0,0,0
E non sarà una cosa volgare,Non deve essere una cosa assoluta,19.3056,0.4259,0.2,16.2,0,0
"certo non è un delitto , anzi",Non è mica un delitto,100.0,0.996,1.0,100.0,0,0
La cosa mi sembra difficile,La cosa mi sembra molto strana,35.4167,0.4259,0.2,9.7,0,0
Mi scuso per la lunghezza del messaggio,scusate la lunghezza del messaggio,39.3519,0.5515,0.4,28.6,0,0
c' è un lutto nel paese,Il mio paese è in lutto,71.4286,0.526,0.2222,18.0,0,0
Un sorriso si allargò sul volto dell' altro,Un sorriso si allarga sui loro volti,50.1389,0.3235,0.1538,12.6,0,0
Dov' è il problema,E il problema dov'è,9.7222,0.7014,0.3333,19.4,0,0
Questa però non è una regola,Ma non è certo una regola,66.2698,0.625,0.25,32.5,0,0
"La presente legge è dichiarata urgente , ai sensi dell' articolo 45 dello Statuto , ed entra in vigore il giorno successivo a quello della sua pubblicazione sul Bollettino Ufficiale della Regione",La presente legge è dichiarata urgente ai sensi dell'articolo 45 dello Statuto regionale ed entra in vigore il giorno successivo alla sua pubblicazione sul Bollettino Ufficiale della Regione,54.4501,0.8552,0.8462,65.8,0,0
Questo è un film da vedere,è sicuramente un bel film da vedere,45.0,0.6098,0.2222,16.5,0,0
La proposta è stata accolta all' unanimità,La proposta viene accolta all'unanimità,49.7619,0.433,0.8,32.6,0,0
All' udienza del 27 aprile 2001 la causa è stata trattenuta per la decisione,Alla pubblica udienza del 27 aprile 2001 la causa veniva trattenuta in decisione,98.3333,0.9998,1.0,100.0,0,0
E dov' è la novità,E dov'è la novità,18.6508,0.83,0.6667,24.9,0,0
"Gli effetti del presente contratto decorrono dal giorno successivo a quello della sua definitiva sottoscrizione , salvo diversa prescrizione contenuta nello stesso","Gli effetti giuridici decorrono dal giorno della sottoscrizione, salvo diversa prescrizione del presente contratto",100.0,0.9999,1.0,100.0,0,0
"Sospendo , pertanto , la seduta fino alle ore 22,15","Sospendo pertanto la seduta fino alle ore 22, 15",78.6111,0.8524,0.75,63.9,0,0
"Queste operazione, insieme ad altre complementari come il rafforzamento dei litorali, il rialzo di rive e pavimentazioni e la riqualificazione della laguna, dovrebbero permettere la difesa della città di Venezia da eventi estremi come le alluvioni e come il degrado morfologico, per il quale la laguna sta progressivamente cedendo al mare, e l'abbassamento del livello del suolo","Queste operazioni, insieme a quello dei poggiamenti, il rialzo di superficie e la riqualificazione della città, consentono alla difesa della città di Venezia e di il degrado del livello del mare, per il quale la città sta degrado e il degrado morfologico, e il declino del livello qualità del mare",17.6631,0.4634,0.3019,27.0,0,0
Questa è un' altra storia,è tutta un'altra storia,43.6111,0.4406,1.0,27.5,0,0
Forse piano piano cambierebbero un pò le cose,Allora forse le cose cambieranno,56.8452,0.3178,0.2222,17.5,0,0
