Normal,Simple1,SARI_1,METEOR_1,ROUGE_F_1,BLEU_1,Simple2,SARI_2,METEOR_2,ROUGE_F_2,BLEU_2
Quello fu un grande periodo,è stato un grande periodo,33.05555555555555,0.2,0.0,12.7,è stato un grande periodo,33.05555555555555,0.2,0.0,12.7
L' errore concettuale è proprio questo,Questo è il suo errore,55.24050024050024,0.6286,0.6667,26.0,Questo è il suo errore,55.24050024050024,0.6286,0.6667,26.0
"Stando al Vangelo secondo Marco, Giacomo e Giovanni furono detti da Gesù Boanerghes (""figli del tuono","Marco secondo il Vangelo secondo Marco, Giacomo e Giovanni furono detti discepoli del tuono",28.122676812331985,0.5355,0.5,39.8,"Il Vangelo secondo Marco, Giacomo e Giovanni furono poi detti Gesù Boaner Racconti di Gesù",30.911542989548106,0.4786,0.4138,37.8
C' è un' altra considerazione da fare,È importante però fare una considerazione,24.90740740740741,0.1562,0.0,6.9,Piuttosto c'è da fare un'altra considerazione,33.0026455026455,0.6476,1.0,13.8
"Dolignon è un comune del dipartimento dell'Aisne, in Piccardia, nel nord della Francia","dolignon è un comune. Si trova nella regione Picardie, nel dipartimento dell'Aisne, nel nord della Francia",100.0,0.9999,1.0,94.3,"dolignon è un comune. Si trova nella regione Picardie, nel dipartimento dell'Aisne, nel nord della Francia",100.0,0.9999,1.0,94.3
La mia domanda però è un' altra,Un'altra domanda è la seguente,55.948773448773444,0.5836,1.0,54.8,Un'altra domanda è la seguente,55.948773448773444,0.5836,1.0,54.8
"Dopo l' articolo 11 , è inserito il seguente : « Art",Dopo l'articolo 11 inserire il seguente : Art,66.90067693744165,0.706,1.0,62.4,Dopo l'articolo 11 inserire il seguente : Art,66.90067693744165,0.706,1.0,62.4
Il giudizio non fu pienamente positivo,E il giudizio può non esser facilissimo,83.33333333333333,0.9985,1.0,100.0,Il giudizio può non esser facilissimo,79.1005291005291,0.8676,0.9091,64.3
"Alcuni più riusciti , altri meno","Alcuni più bravi, altri meno",30.277777777777782,0.7353,0.5,23.0,"Alcuni più bravi, altri meno",30.277777777777782,0.7353,0.5,23.0
"Bronstein insinuò che i funzionari sovietici gli fecero pressioni affinché perdesse nella partita del campionato del mondo del 1951, in modo che Botvinnik mantenesse il titolo, ma i commenti del secondo di Botvinnik, Salo Flohr, e le annotazioni dello stesso Botvinnik alla critica 23ª partita indicano che Botvinnik non era a conoscenza di tale complotto","Nel 2007, i funzionari sovietici gli chiedono che i funzionari del Comitato del mondo avessero pressioni sulla partita del 2001, ma i commenti del secondo di Botvinsky non erano a conoscenza del secondo motivo, e le annotazioni dello stesso giornale furono a conoscenza di tale punto",29.84754761621436,0.089,0.0,1.1,"Nel 2007, i funzionari sovietici gli diedero scusa alla partita del campionato del mondo del 1951, in modo che Botvinnik, Zatvinsky e Bovinnik alla fine del secondo mandato, e le annose dello stesso anno",30.25402631214136,0.0817,0.0,1.0
Non facciamo- ci illusioni,Non dobbiamo far - ci soverchie illusioni,45.56277056277056,0.5174,0.6,15.6,Non dobbiamo far - ci soverchie illusioni,45.56277056277056,0.5174,0.6,15.6
Come posso trovare un libro su 365Bookmark,Come trovare un libro su 365,19.477513227513228,0.1667,0.0,9.7,Come trovare un libro su 365,19.477513227513228,0.1667,0.0,9.7
E stata una rivelazione per me,Per me è stata una vera sorpresa,36.80555555555555,0.4915,0.2222,7.8,Per me è stata una vera sorpresa,36.80555555555555,0.4915,0.2222,7.8
Di chi sarà mai la colpa,E la colpa di chi è,40.476190476190474,0.3125,0.2222,8.1,E la colpa di chi è,40.476190476190474,0.3125,0.2222,8.1
Ma c' è sempre l' eccezione che conferma la regola,Ma è la classica eccezione che conferma la regola,100.0,0.9993,1.0,100.0,Ma è la classica eccezione che conferma la regola,100.0,0.9993,1.0,100.0
Questa è tutt' altra cosa,Questa è un'altra cosa,41.58730158730159,0.4406,1.0,27.5,Questa è un'altra cosa,41.58730158730159,0.4406,1.0,27.5
Gli ebrei non possono nemmeno andare a casa di cristiani,Gli ebrei non possono andare a casa di cristiani,26.59665991902834,0.9041,0.8235,66.9,Gli ebrei non possono andare a casa di cristiani,26.59665991902834,0.9041,0.8235,66.9
anche questa è un' altra ipotesi valida,Questa è una mia sola ipotesi,83.33333333333333,0.9977,1.0,100.0,Questa è una mia sola ipotesi,83.33333333333333,0.9977,1.0,100.0
In più è mio amico,È un mio grande amico,34.72222222222222,0.122,0.0,5.3,È un mio grande amico,34.72222222222222,0.122,0.0,5.3
Per ulteriori informazioni rivolger- si all' U.O,Per maggiori informazioni ci si può rivolgere all'U. O,48.488317238317244,0.7782,0.7778,42.3,Per maggiori informazioni ci si può rivolgere all'U. O,48.488317238317244,0.7782,0.7778,42.3
La partita comunque è solo all' inizio,La partita è agli inizi,47.5462962962963,0.4991,0.3333,39.8,La partita è agli inizi,47.5462962962963,0.4991,0.3333,39.8
"Qual è , allora , il problema","Allora, quale è il problema",48.61111111111111,0.6464,0.3333,32.5,"Allora, quale è il problema",48.61111111111111,0.6464,0.3333,32.5
Non è proprio una novità,Non è questo certo una novità,83.33333333333333,0.9977,1.0,100.0,Non è questo certo una novità,83.33333333333333,0.9977,1.0,100.0
E questo è davvero un paradosso,È un pò un paradosso,83.33333333333333,0.996,1.0,100.0,È un pò un paradosso,83.33333333333333,0.996,1.0,100.0
Ma la risposta è la stessa di sopra,La mia risposta è la seguente,43.022486772486765,0.7353,0.2857,32.5,Ma la risposta è la stessa di sopra,22.78832278832279,0.9396,0.6667,34.6
"Ah , ecco , certo , come ho fatto a non capir- lo subito",Ma come ho fatto a non capire,54.583333333333336,0.7114,0.6667,41.1,Ma come ho fatto a non capire,54.583333333333336,0.7114,0.6667,41.1
"Progressi ne sono stati fatti , dunque",Molti passi ne sono stati fatti,53.439153439153436,0.7782,0.6667,50.8,Molti passi ne sono stati fatti,53.439153439153436,0.7782,0.6667,50.8
Il nome moderno ``Francia'' deriva dal nome del dominio feudale dei re capetingi di Francia intorno a Parigi,Il nome moderno ` ` francesi'' deriva dal nome del dominio feudai di Parigi intorno a Parigi,29.223561471227004,0.6278,0.4286,36.0,Il nome moderno ` ` francesi'' deriva dal nome del dominio feudai di Parigi intorno a Parigi,29.223561471227004,0.6278,0.4286,36.0
"Ed è , soprattutto , una notizia",Ed è una buona notizia,83.33333333333333,0.996,1.0,100.0,E questa è una buona notizia,57.040043290043286,0.7782,0.5714,50.8
Vi ringrazio per l' attenzione e saluto distintamente,Ringrazio per l'attenzione e saluto,30.674603174603174,0.5515,1.0,24.7,Ringrazio per l'attenzione e saluto,30.674603174603174,0.5515,1.0,24.7
"Invece di arrivare giù fino alla vita, i capelli di Clara ora arrivavano solamente fino alle spalle","Invece di arrivare alla vita, i capelli di Clara fino alla sua spalle",21.515441774062467,0.4538,0.4286,12.4,"Invece di arrivare alla vita, i capelli di Clara fino alla sua spalle",21.515441774062467,0.4538,0.4286,12.4
Il giudizio collegiale complessivo della commissione è molto buono,Il giudizio della commissione è buono,31.17216117216117,0.7014,0.4444,32.2,Il giudizio della commissione è buono,31.17216117216117,0.7014,0.4444,32.2
A questo punto la ... domanda sorge spontanea : perché tutto questo,A questo punto la domanda sorge spontanea,48.638538748832865,0.6344,0.5333,20.3,A questo punto la domanda sorge spontanea,48.638538748832865,0.6344,0.5333,20.3
C' è però un ostacolo,Ma ci sono altri ostacoli,66.66666666666667,0.996,1.0,100.0,Ma ci sono altri ostacoli,66.66666666666667,0.996,1.0,100.0
Dove sta il problema quindi,Dove sta il tuo problema,31.031746031746035,0.3,0.0,12.7,Dove sta il tuo problema,31.031746031746035,0.3,0.0,12.7
"articolo 3 , comma 122 , della legge 24 dicembre 2003 , n. 350 , è sostituito dal seguente",Il comma 3 dell'articolo 24 della legge n. 2003 del 350 dicembre 350 è sostituito dal seguente : « 350,79.98277707955127,0.7392,0.5882,50.9,Il comma 3 dell'articolo 24 della legge n. 2003 del 350 dicembre 350 è sostituito dal seguente : « 350,79.98277707955127,0.7392,0.5882,50.9
Si trova nelle zone temperate e tropicali,Si trova nelle zone temperate,13.005050505050503,0.2373,0.2105,3.6,Si trova nelle zone temperate,13.005050505050503,0.2373,0.2105,3.6
Quando Ida e Simo arrivarono finalmente al campeggio si precipitarono fuori dalla macchina,"Quando Ida e Simo arrivarono al campeggio, arrivarono fuori dalla macchina",51.438214563214565,0.8067,0.6667,46.6,"Quando Ida e Simo arrivarono al campeggio, arrivarono fuori dalla macchina",51.438214563214565,0.8067,0.6667,46.6
La ringrazio anticipatamente per la sua attenzione,La ringrazio per la sua gentile attenzione,91.66666666666667,0.9985,1.0,100.0,La ringrazio per la sua gentile attenzione,91.66666666666667,0.9985,1.0,100.0
Complessivamente sono stati controllati 328 veicoli e 457 persone,In tutto sono stati controllati 328 veicoli e 457 persone,100.0,0.9995,1.0,100.0,In tutto sono stati controllati 328 veicoli e 457 persone,100.0,0.9995,1.0,100.0
"Accertata la presenza del prescritto numero di senatori , la Commissione approva , infine , il parere di nulla osta proposto dal relatore","Accerta la presenza del prescritto numero di senatori, la Commissione approva il parere proposto dal relatore",100.0,0.9999,1.0,100.0,"Accerta la presenza del prescritto numero di senatori, la Commissione approva il parere proposto dal relatore",100.0,0.9999,1.0,100.0
"Dopo la bocca, gli fece il mento, poi il collo, le spalle, lo stomaco, le braccia e le mani","Dopo la bocca, fa il naso, poi il collo, le spalle e le mani",37.58970200834563,0.5728,0.5,29.1,"Dopo la bocca, Geppetto fa il naso, poi il collo e le ventre e le mani",39.0776495718278,0.5401,0.4706,30.5
Per il resto non saprei,E per il resto non so,53.05555555555555,0.8067,0.8889,23.0,E per il resto non so,53.05555555555555,0.8067,0.8889,23.0
E proprio qui sta il problema,Tutto il problema sta qui,83.33333333333333,0.996,1.0,100.0,Tutto il problema sta qui,83.33333333333333,0.996,1.0,100.0
"è troppo "" strano","è strano, strano",75.0,0.9922,1.0,100.0,"è strano, strano",75.0,0.9922,1.0,100.0
Non puoi dire sul serio,Non puoi dire sul serio,33.333333333333336,0.996,1.0,100.0,Non puoi dire sul serio,33.333333333333336,0.996,1.0,100.0
Come si potrebbe risolvere la questione,Come si può risolvere questa questione,39.78174603174603,0.5011,0.2222,18.0,Come si può risolvere questa questione,39.78174603174603,0.5011,0.2222,18.0
Comunque anche questo non è un grosso problema,non è un mio problema,58.333333333333336,0.75,0.3333,23.6,non è un mio problema,58.333333333333336,0.75,0.3333,23.6
"La maggior parte della regione è governata dalla Repubblica del Nagorno-Karabakh, uno Stato indipendente de facto e non riconosciuto, istituito sulla base dell'Oblast' autonoma del Nagorno-Karabakh all'interno della RSS dell'Azerbaigian dell'Unione Sovietica. Il territorio è internazionalmente riconosciuto come parte dell'Azerbaigian, che non esercita il potere sulla maggior parte della regione dal 1991","La maggior parte della regione è governata dalla Repubblica del Nagorno - Karabakh, uno Stato indipendente dal 1991",30.53436744894771,0.122,0.0909,2.4,"La maggior parte della regione è governata dalla Repubblica del Nagorno - Karabakh, uno Stato indipendente dal Jammu e non riconosciuto come parte dell'Unione Sovietica",28.897620876307514,0.1124,0.0667,1.7
D'altra parte si dimostra che l'assorbimento umano di tali sostanze nelle vicinanze di un inceneritore è trascurabile,D'altra parte si dimostra che l'effetto umano di tali sostanza nelle vicinanze di un inceneritore è trascurabile,26.83333333333333,0.7157,0.5882,44.4,D'altra parte si dimostra che l'effetto umano di tali sostanza nelle vicinanze di un inceneritore è trascurabile,26.83333333333333,0.7157,0.5882,44.4
Laureato in Medicina e Chirurgia nel 1973,Laurea in Medicina Chirurgia nel 1973,91.66666666666667,0.9977,1.0,100.0,Laurea in Medicina Chirurgia nel 1973,91.66666666666667,0.9977,1.0,100.0
Questo è un altro dato di fatto,È un dato di fatto,35.68121693121693,0.3178,0.25,17.5,È un dato di fatto,35.68121693121693,0.3178,0.25,17.5
Oggi il sito web del Times è uno dei più visitati siti giornalistici ed è il primo quotidiano online con sede negli USA (31 milioni di utenti al mese censiti a marzo 2009,Oggi il sito web del giornale è uno dei più più diffusi siti internet ed è il primo quotidiano italiano con sede negli Stati Uniti ( 31 milioni di utenti al mese 2009,27.566234683881742,0.7362,0.5246,43.1,Oggi il sito web del giornale è uno dei più più diffusi siti internet ed è il primo quotidiano italiano con sede negli Stati Uniti ( 31 milioni di utenti al mese 2009,27.566234683881742,0.7362,0.5246,43.1
Non è un film autobiografico,Non è un un film commerciale,91.66666666666667,0.9977,1.0,100.0,Non è un un film commerciale,91.66666666666667,0.9977,1.0,100.0
"Per l' adempimento dei propri compiti la Commissione pur avvaler- si della collaborazione di tutte le amministrazioni dello Stato , anche ad ordinamento autonomo , degli enti pubblici , delle regioni e degli enti locali","Per l'adempimento dei propri compiti la Commissione può avvaler - si della collaborazione di tutte le amministrazioni dello Stato, anche ad ordinamento interno, delle regioni e degli Stati locali",39.730037281133995,0.7039,0.7667,54.1,"Per l'adempimento dei propri compiti la Commissione può avvaler - si della collaborazione di tutte le amministrazioni dello Stato, anche ad ordinamento interno, delle regioni e degli Stati locali",39.730037281133995,0.7039,0.7667,54.1
Le indagini di Roux sono state condotte principalmente sulle uova di rana per ricercare le prime strutture dello sviluppo degli anfibi,Le indagini di Roux sono state svolte principalmente sulle uova di Rana per ricerca delle prime strutture di zoologia,21.68558343289526,0.6103,0.5789,37.5,Le indagini di Roux sono state svolte principalmente sulle uova di Rana per ricerca delle prime strutture dello sviluppo degli uccelli,25.558201688232646,0.8043,0.7,51.8
Vorrei far- ti una domanda,Volevo far - le solo una domanda,52.083333333333336,0.4915,0.2222,14.5,Volevo far - le solo una domanda,52.083333333333336,0.4915,0.2222,14.5
I dati si riferiscono al 2004,I dati sono riferiti al 2004,83.33333333333333,0.9977,1.0,100.0,I dati sono riferiti al 2004,83.33333333333333,0.9977,1.0,100.0
Ma i passi da fare sono ancora molti,Molto passo è ancora da fare,39.24242424242424,0.3276,0.1818,12.9,Molto passo è ancora da fare,39.24242424242424,0.3276,0.1818,12.9
"Ma , cosa dice un altro salmo",Ma che dice un altro salmo,89.07407407407406,0.9765,0.8889,50.8,Ma che dice un altro salmo,89.07407407407406,0.9765,0.8889,50.8
Ora tutto è più facile,Tutto è più delicato e facile,35.0,0.2899,0.2222,9.0,Tutto è più delicato e facile,35.0,0.2899,0.2222,9.0
"La pasticceria era di una donna molto sorridente di nome Clara, che era una fanatica dei dolci","La pasticceria era di nome Clara, che era una dei dolci più famosi",37.74026412184307,0.6692,0.5714,43.1,"La pasticceria era di nome Clara, che era una dei dolci più ricchi del mondo",37.74026412184307,0.6617,0.5333,43.6
La risposta è ancora no,La risposta è stata no,91.66666666666667,0.996,1.0,100.0,La risposta è stata no,91.66666666666667,0.996,1.0,100.0
Sempre che ne valga la pena,Ne vale certamente la pena,52.55952380952382,0.5515,0.4,15.8,Ne vale certamente la pena,52.55952380952382,0.5515,0.4,15.8
C' è una persona che ci aspetta,C'è una sola persona che dobbiamo aspettar - ci,31.18686868686869,0.3453,0.0,4.8,C'è una sola persona che dobbiamo aspettar - ci,31.18686868686869,0.3453,0.0,4.8
Stavolta però c' erano delle differenze,Vi sono però alcune differenze,44.047619047619044,0.2542,0.0,11.5,Vi sono però alcune differenze,44.047619047619044,0.2542,0.0,11.5
La responsabilità è tutta del governo,La responsabilità è del governo,52.42063492063492,0.8203,0.5714,40.9,La responsabilità è del governo,52.42063492063492,0.8203,0.5714,40.9
Ma la strada da fare è ancora lunga,La strada da fare è ancora molta,100.0,0.9985,1.0,100.0,La strada da fare è ancora molta,100.0,0.9985,1.0,100.0
"Si , sono d' accordo",Si può essere d'accordo,49.08730158730159,0.5077,1.0,46.3,Si può essere d'accordo,49.08730158730159,0.5077,1.0,46.3
Parere favorevole con osservazioni ) Si riprende l' esame sospeso nella seduta 21 novembre scorso,Parere favorevole con osservazioni ) Riprende l'esame sospeso nella seduta pomeridiana dell'21 novembre scorso,49.45630431659843,0.6891,0.8148,45.1,Parere favorevole con osservazioni ) Riprende l'esame sospeso nella seduta pomeridiana dell'21 novembre scorso,49.45630431659843,0.6891,0.8148,45.1
7 ) Sono laureato in giurisprudenza,7 Sono laureata in giurisprudenza,34.90740740740741,0.535,0.2222,20.8,7 Sono laureata in giurisprudenza,34.90740740740741,0.535,0.2222,20.8
ma che razza di posto è questo,Che razza di posto è questo,66.66666666666667,0.9977,1.0,100.0,Che razza di posto è questo,66.66666666666667,0.9977,1.0,100.0
Vediamo come andrà a finire,Vediamo come andrà a finire,26.772486772486772,0.6727,0.6667,54.8,Vediamo come andrà a finire,26.772486772486772,0.6727,0.6667,54.8
L' anno prossimo si vedrà,L'anno prossimo l'anno vedrà,33.53174603174603,0.1724,0.0,11.5,L'anno prossimo l'anno vedrà,33.53174603174603,0.1724,0.0,11.5
naturalmente questa è solo una goccia in un oceano,Ma erano gocce in un oceano,25.979437229437224,0.1042,0.0,5.9,Ma erano gocce in un oceano,25.979437229437224,0.1042,0.0,5.9
"Ai richiedenti residenti nelle vie della Circoscrizione di Gardolo riportate nel prospetto allegato, verrà attribuito in automatico come nido di prima scelta oltre al nido Aquilone anche il nido di Lavis",Ai richiedenti residenti nelle vie della Circoscrizione di Gardolo riportiamo in automatico il nido di prima scelta oltre al nido di Lavis,32.70795040976457,0.6695,0.7059,47.0,"Ai richiedenti residenti nelle vie della Circoscrizione di Gardolo riportato nel prospetto allegato, verrà attribuito in automatico come nido di prima scelta oltre al nido di Lavis anche il nido di LAvis",34.06720354254001,0.8939,0.7869,73.5
È evidentemente una questione di gusti,ma è una questione i gusti,41.574074074074076,0.7353,0.2857,32.5,ma è una questione i gusti,41.574074074074076,0.7353,0.2857,32.5
Ma anche questa non è una grande scoperta,Non è una nostra scoperta originale,43.022486772486765,0.7353,0.2857,32.5,Non è una nostra scoperta originale,43.022486772486765,0.7353,0.2857,32.5
"Le elezioni presidenziali degli Stati Uniti del 1980 videro sfidarsi il democratico in carica Jimmy Carter e il suo avversario repubblicano Ronald Reagan, oltre al deputato repubblicano John B. Anderson, che si candidò come indipendente","Le elezioni presidenziali degli Stati Uniti del 1980 videro sfidarsi il democratico democratico Jimmy Kimmel e il suo candidato repubblicano John B. Fox, che si candida come indipendente dal candidato democratico John Buger",30.53352521231778,0.2971,0.1356,7.6,"Le elezioni presidenziali degli Stati Uniti del 1980 videro sfidarsi il democratico democratico Jimmy Kimmel e il suo candidato repubblicano John B. Reagan, che si candida come indipendente dal candidato democratico John Buger",30.626934463647316,0.3155,0.1356,7.7
"E infine , qual era la questione",E quale fu la questione,45.138888888888886,0.5111,0.2857,21.4,E quale fu la questione,45.138888888888886,0.5111,0.2857,21.4
E allora c' era una sola cosa da fare,C'è una sola cosa da fare,32.94372294372294,0.3024,0.2,16.2,C'è una sola cosa da fare,32.94372294372294,0.3024,0.2,16.2
I guanti indossati dai giocatori di hockey su ghiaccio sono di tre tipi,I guanti di hockey su ghiaccio sono di tre tipi,18.293650793650794,0.5952,0.4,27.5,I guanti di hockey su ghiaccio sono di tre tipi,18.293650793650794,0.5952,0.4,27.5
"Ovviamente , dipende da quello che si vuol fare",Ovviamente dipende da quello che vuoi fare,60.38359788359789,0.4709,0.4615,22.8,Ovviamente dipende da quello che vuoi fare,60.38359788359789,0.4709,0.4615,22.8
"Sull' ordine dei lavori è intervenuto , quindi , l' on",Sull'ordine dei lavori è intervenuto l'on,45.78282828282827,0.4134,1.0,36.4,Sull'ordine dei lavori è intervenuto l'on,45.78282828282827,0.4134,1.0,36.4
Non puoi far- ci niente,Non potevamo fare assolutamente niente,75.0,0.996,1.0,100.0,Non potevamo fare assolutamente niente,75.0,0.996,1.0,100.0
Il giudizio è pertanto nettamente positivo,Positivo è il mio giudizio,52.84391534391534,0.7559,0.5714,19.4,Il giudizio complessivo è senz'altro positivo,39.583333333333336,0.3333,0.0,11.5
"Non è così , o meglio : così non dev' essere","Non è così, non può essere così",55.90277777777777,0.8779,0.8,24.4,"Non è così, non può essere così",55.90277777777777,0.8779,0.8,24.4
Ma non è neanche questo il punto,Ma non è il punto,83.33333333333333,0.996,1.0,100.0,Ma non è il punto,83.33333333333333,0.996,1.0,100.0
"In alternativa, quando viene concessa una Licenza Reale per un trasferimento di armi, il cambiamento del cognome del cessionario in quello del cedente può essere consentito dalla Licenza stessa, senza bisogno di un atto notarile","In alternativa, quando viene concedeta una Licenza reale per un trasferimento di armi, il cambiamento del numero del Cetaio in quello del cete o senza bisogno di un atto notarile",27.08891612200436,0.3659,0.2807,15.5,"In alternativa, quando viene rilasciata una Licenza reale per un trasferimento di armi, il cambiamento del cognome del Cetaceo in quello del cedimento può essere consentito dalla polizza stessa, senza bisogno di un atto notarile",29.001758586730194,0.6052,0.3871,23.4
"Che non è mica roba da poco , anzi",Non è roba da mezz'omm,61.471768971768974,0.7938,0.5714,66.9,Non è roba da mezz'omm,61.471768971768974,0.7938,0.5714,66.9
Il cuore mi batteva a mille,Il cuore le batteva a mille,58.333333333333336,0.949,0.6667,38.0,Il cuore le batteva a mille,58.333333333333336,0.949,0.6667,38.0
E questa è un' altra tipica anomalia italiana,è un'altra anomalia italiana,40.115440115440116,0.3233,0.8571,24.9,è un'altra anomalia italiana,40.115440115440116,0.3233,0.8571,24.9
Non sarebbe una grande conquista,Non è una nostra conquista,51.08465608465608,0.6356,0.2857,35.0,Non è una nostra conquista,51.08465608465608,0.6356,0.2857,35.0
ma ha dell' incredibile,Ma ha dell'incredibile,17.22222222222222,0.0877,0.5714,0.0,Ma ha dell'incredibile,17.22222222222222,0.0877,0.5714,0.0
"Conseguentemente , sopprimere l' articolo 3",Conseguentemente l'articolo 3 è soppresso,47.04365079365079,0.5515,1.0,35.0,Conseguentemente l'articolo 3 è soppresso,47.04365079365079,0.5515,1.0,35.0
E non sarà una cosa volgare,Non deve essere una cosa assoluta,24.583333333333332,0.4259,0.2,16.2,Non è stata una cosa facile,35.416666666666664,0.625,0.4444,30.2
"certo non è un delitto , anzi",Non è mica un delitto,83.33333333333333,0.996,1.0,100.0,Non è mica un delitto,83.33333333333333,0.996,1.0,100.0
All' udienza del 27 aprile 2001 la causa è stata trattenuta per la decisione,Alla pubblica udienza del 27 aprile 2001 la causa veniva trattenuta in decisione,100.0,0.9998,1.0,100.0,Alla pubblica udienza del 27 aprile 2001 la causa veniva trattenuta in decisione,100.0,0.9998,1.0,100.0
E dov' è la novità,E dov'è la novità,22.81746031746032,0.83,0.6667,24.9,E dov'è la novità,22.81746031746032,0.83,0.6667,24.9
"Gli effetti del presente contratto decorrono dal giorno successivo a quello della sua definitiva sottoscrizione , salvo diversa prescrizione contenuta nello stesso","Gli effetti giuridici decorrono dal giorno della sottoscrizione, salvo diversa prescrizione del presente contratto",100.0,0.9999,1.0,100.0,"Gli effetti giuridici decorrono dal giorno della sottoscrizione, salvo diversa prescrizione del presente contratto",100.0,0.9999,1.0,100.0
"Sospendo , pertanto , la seduta fino alle ore 22,15","Sospendo pertanto la seduta fino alle ore 22, 15",76.94444444444444,0.8524,0.75,63.9,"Sospendo pertanto la seduta fino alle ore 22, 15",76.94444444444444,0.8524,0.75,63.9
"Queste operazione, insieme ad altre complementari come il rafforzamento dei litorali, il rialzo di rive e pavimentazioni e la riqualificazione della laguna, dovrebbero permettere la difesa della città di Venezia da eventi estremi come le alluvioni e come il degrado morfologico, per il quale la laguna sta progressivamente cedendo al mare, e l'abbassamento del livello del suolo","Queste operazioni, insieme a quelle complementari come il rafforzata dei poggiamenti, il rialzo di superficie e la riqualificazione della città, consentono la difesa della città e del degrado paesaggistico, per il quale la città sta degrado e il degrado del suolo",17.012736613902458,0.4283,0.3093,20.7,"Queste operazioni, insieme agli interventi dei transessuali, il rialzo di prospettive e la ristrutturazione della città, consentono alla difesa della città di Venezia e di il degrado del livello del mare, per il quale la città sta degrado e il degrado morfologico, e l'abbassamento del livello qualità del mare",19.777924530515737,0.4642,0.3208,28.4
Questa è un' altra storia,è tutta un'altra storia,39.166666666666664,0.4406,1.0,27.5,è tutta un'altra storia,39.166666666666664,0.4406,1.0,27.5
Forse questo è il rovescio della stessa medaglia,È il rovescio della medaglia,91.66666666666667,0.996,1.0,100.0,È il rovescio della medaglia,91.66666666666667,0.996,1.0,100.0
Non può svolger- si in contrasto con l' utilità sociale o in modo da recare danno alla sicurezza alla libertà alla * dignità umana,Non può svolger - si in contrasto con l'utilità sociale o in modo da rendere danno alla libertà alla libertà umana,33.21999443052075,0.5436,0.7143,24.3,Non può svolger - si in contrasto con l'utilità sociale o in modo da rendere danno alla libertà alla libertà umana,33.21999443052075,0.5436,0.7143,24.3
"Qualcuno doveva prendere in mano la situazione , Ben",Devo prendere in mano la situazione,56.402116402116405,0.6615,0.6,50.8,Devo prendere in mano la situazione,56.402116402116405,0.6615,0.6,50.8
Mi puoi parlare di una tua esperienza,Ci può parlare di questa esperienza,61.600529100529094,0.7782,0.6667,50.8,Puoi parlar - ci di quell'esperienza,34.21296296296296,0.5011,0.0,9.7
La partecipazione degli adulti è rigorosamente gratuita,La partecipazione degli adulti è gratuita,91.66666666666667,0.9977,1.0,100.0,La partecipazione degli adulti è gratuita,91.66666666666667,0.9977,1.0,100.0
"La seduta , sospesa alle 8.05 , è ripresa alle 8.30",La seduta sospesa alle 15. 30 è ripresa alle 16. 05,62.84722222222223,0.736,1.0,28.0,La seduta sospesa alle 15. 30 è ripresa alle 16. 05,62.84722222222223,0.736,1.0,28.0
Intanto continua ad arrivare gente,E intanto continua ad arrivare,35.13888888888889,0.5889,0.5,39.8,E intanto continua ad arrivare,35.13888888888889,0.5889,0.5,39.8
Secondo me ne vale veramente la pena,Secondo me vale la pena,75.0,0.996,1.0,100.0,Secondo me vale la pena,75.0,0.996,1.0,100.0
"Beh , questa è una domanda strettamente calcistica",Questa è una bella domanda,58.333333333333336,0.75,0.3333,42.7,Questa è una bella domanda,58.333333333333336,0.75,0.3333,42.7
"Anzi , sarebbe stato triste il contrario",È vero proprio il contrario,50.74074074074074,0.5111,0.3333,21.4,È vero proprio il contrario,50.74074074074074,0.5111,0.3333,21.4
"Un relativismo che "" non è nichilismo , al contrario",Un relativismo che non è un contrario,23.53188478188478,0.3995,0.0,13.5,Un relativismo che non è un contrario,23.53188478188478,0.3995,0.0,13.5
Questo è un altro problema ancora,Ma è stato un problema,30.793650793650794,0.3,0.0,12.7,Ma è stato un problema,30.793650793650794,0.3,0.0,12.7
capite che non è cosa da poco,Capirete che non è cosa facile,46.19047619047618,0.6464,0.2222,20.5,Capirete che non è cosa facile,46.19047619047618,0.6464,0.2222,20.5
Vorrei por- le un' ulteriore domanda,Le volevo quindi porre una domanda,45.522486772486765,0.6189,0.2222,16.2,Le volevo quindi porre una domanda,45.522486772486765,0.6189,0.2222,16.2
La mia è un' idea corretta,la mia era solo un'idea,32.16931216931217,0.0847,0.0,8.7,la mia era solo un'idea,32.16931216931217,0.0847,0.0,8.7
"Dopo la battaglia di Gaza del giugno 2007, i funzionari eletti di Hamas sono stati estromessi dalle loro posizioni nel governo dell'Autorità Nazionale Palestinese in Cisgiordania e sostituiti da membri rivali di Fatah e da indipendenti. Hamas ha mantenuto il controllo di Gaza","Dopo la battaglia di Gaza del giugno 2007, i funzionari del governo hanno dichiarato che i funzionari locali sono stati estromessi dalle loro posizioni nel governo di Fatah e da altri partiti",27.541376497898238,0.1124,0.037,3.5,"Dopo la battaglia di Gaza del giugno 2007, i funzionari del governo hanno dichiarato che i funzionari locali sono stati estromessi dalle loro posizioni nel governo di Fatah e da altri partiti",27.541376497898238,0.1124,0.037,3.5
In attesa di una vostra risposta vi saluto cordialmente e vi ringrazio,In attesa di una vostra risposta ringrazio e saluto,58.85525780262623,0.7619,0.4444,41.4,In attesa di risposta ringrazio e saluto cordialmente,43.1415343915344,0.59,0.2353,18.1
